datetime,fres_temp,fres_wind,fres_vis,fres_ceil
2016-01-01 00:53:00,+0100,0000,011265,22000
2016-01-01 01:53:00,+0078,0000,011265,22000
2016-01-01 02:53:00,+0067,0000,009656,22000
2016-01-01 03:53:00,+0056,0015,008047,22000
2016-01-01 04:53:00,+0039,0000,006437,22000
2016-01-01 05:53:00,+0033,0000,004828,22000
2016-01-01 06:53:00,+0022,0000,004828,22000
2016-01-01 07:53:00,+0011,0015,004828,22000
2016-01-01 09:53:00,+0006,0000,004828,22000
2016-01-01 10:53:00,+0000,0000,004828,22000
2016-01-01 12:53:00,-0006,0021,004828,22000
2016-01-01 13:53:00,-0011,0015,006437,22000
2016-01-01 14:53:00,-0017,0015,006437,22000
2016-01-01 15:53:00,-0006,0015,006437,22000
2016-01-01 16:53:00,+0017,0000,008047,22000
2016-01-01 17:53:00,+0044,0015,011265,22000
2016-01-01 18:53:00,+0067,0000,012875,22000
2016-01-01 19:53:00,+0089,0000,012875,22000
2016-01-01 20:53:00,+0106,0031,014484,22000
2016-01-01 21:53:00,+0106,0000,014484,22000
2016-01-01 22:53:00,+0111,0000,014484,22000
2016-01-01 23:53:00,+0111,0000,012875,22000
2016-01-02 00:53:00,+0106,0000,012875,22000
2016-01-02 01:53:00,+0094,0015,014484,22000
2016-01-02 02:53:00,+0083,0021,011265,22000
2016-01-02 03:53:00,+0078,0021,011265,22000
2016-01-02 04:53:00,+0061,0021,011265,22000
2016-01-02 05:53:00,+0067,0021,011265,22000
2016-01-02 06:53:00,+0061,0000,011265,22000
2016-01-02 07:53:00,+0056,0000,009656,03658
2016-01-02 08:53:00,+0056,0015,009656,03658
2016-01-02 09:53:00,+0050,0000,009656,03658
2016-01-02 10:53:00,+0050,0000,009656,03048
2016-01-02 11:53:00,+0056,0031,009656,03048
2016-01-02 12:53:00,+0050,0021,009656,03048
2016-01-02 13:53:00,+0056,0000,008047,03048
2016-01-02 14:53:00,+0056,0015,008047,03658
2016-01-02 15:53:00,+0050,0021,004828,04572
2016-01-02 16:53:00,+0056,0000,004828,04572
2016-01-02 17:53:00,+0067,0000,004828,04572
2016-01-02 18:53:00,+0083,0000,006437,04572
2016-01-02 19:53:00,+0094,0000,006437,04572
2016-01-02 20:53:00,+0106,0000,008047,04572
2016-01-02 21:53:00,+0111,0000,008047,04572
2016-01-02 22:53:00,+0111,0000,008047,06096
2016-01-02 23:53:00,+0117,0000,008047,04572
2016-01-03 00:53:00,+0100,0015,008047,06096
2016-01-03 01:53:00,+0089,0026,009656,03353
2016-01-03 02:53:00,+0083,0015,009656,03962
2016-01-03 03:53:00,+0078,0015,008047,06096
2016-01-03 04:53:00,+0083,0000,009656,22000
2016-01-03 05:53:00,+0083,0000,008047,03962
2016-01-03 06:53:00,+0072,0000,008047,03962
2016-01-03 07:53:00,+0072,0021,008047,03353
2016-01-03 08:53:00,+0072,0015,008047,03658
2016-01-03 09:53:00,+0072,0026,008047,03658
2016-01-03 10:53:00,+0072,0021,008047,03353
2016-01-03 11:53:00,+0067,0000,008047,03658
2016-01-03 13:53:00,+0061,0000,008047,03962
2016-01-03 14:53:00,+0056,0015,006437,03962
2016-01-03 15:53:00,+0056,0021,006437,05486
2016-01-03 16:53:00,+0072,0000,008047,06096
2016-01-03 17:53:00,+0089,0000,009656,06096
2016-01-03 18:53:00,+0111,0000,009656,06096
2016-01-03 19:53:00,+0133,0000,009656,06096
2016-01-03 20:53:00,+0144,0000,011265,06096
2016-01-03 21:53:00,+0150,0000,016093,22000
2016-01-03 22:53:00,+0156,0000,016093,06096
2016-01-03 23:53:00,+0144,0026,016093,06096
2016-01-04 00:53:00,+0128,0000,016093,06096
2016-01-04 01:53:00,+0111,0000,016093,04572
2016-01-04 02:53:00,+0117,0015,016093,04572
2016-01-04 03:53:00,+0100,0000,014484,03658
2016-01-04 04:53:00,+0094,0015,016093,22000
2016-01-04 05:53:00,+0078,0026,012875,22000
2016-01-04 06:53:00,+0072,0015,008047,22000
2016-01-04 07:53:00,+0078,0000,006437,04572
2016-01-04 08:53:00,+0061,0000,006437,04572
2016-01-04 09:53:00,+0050,0000,008047,22000
2016-01-04 10:53:00,+0050,0000,009656,22000
2016-01-04 11:53:00,+0044,0000,012875,22000
2016-01-04 12:53:00,+0039,0015,009656,22000
2016-01-04 13:53:00,+0044,0000,004828,02896
2016-01-04 14:53:00,+0050,0000,004828,02896
2016-01-04 15:53:00,+0061,0015,004828,03048
2016-01-04 16:53:00,+0078,0000,004828,03353
2016-01-04 17:53:00,+0089,0021,011265,02743
2016-01-04 18:53:00,+0089,0021,009656,02896
2016-01-04 19:53:00,+0094,0026,006437,03048
2016-01-04 20:53:00,+0100,0015,008047,02591
2016-01-04 21:53:00,+0111,0026,012875,02438
2016-01-04 22:53:00,+0117,0026,011265,02134
2016-01-04 23:53:00,+0117,0000,011265,02438
2016-01-05 00:53:00,+0106,0021,016093,02438
2016-01-05 01:53:00,+0106,0000,016093,02134
2016-01-05 02:53:00,+0100,0026,016093,02286
2016-01-05 03:53:00,+0106,0021,016093,01524
2016-01-05 04:53:00,+0106,0021,016093,01524
2016-01-05 05:53:00,+0094,0015,016093,01676
2016-01-05 06:53:00,+0094,0021,016093,01829
2016-01-05 07:53:00,+0083,0031,016093,01981
2016-01-05 08:53:00,+0089,0026,014484,01981
2016-01-05 09:53:00,+0094,0031,012875,02134
2016-01-05 10:53:00,+0094,0041,012875,02134
2016-01-05 11:53:00,+0094,0026,008047,01829
2016-01-05 12:53:00,+0089,0031,008047,01981
2016-01-05 13:53:00,+0094,0057,009656,01981
2016-01-05 14:53:00,+0111,0041,016093,01829
2016-01-05 15:53:00,+0122,0057,016093,01829
2016-01-05 16:53:00,+0111,0036,014484,02286
2016-01-05 17:53:00,+0117,0021,012875,01524
2016-01-05 18:53:00,+0111,0046,004828,01676
2016-01-05 19:00:00,+0111,0041,003219,01524
2016-01-05 19:07:00,+0111,0036,002816,01433
2016-01-05 19:12:00,+0111,0036,004828,01433
2016-01-05 19:49:00,+0110,0046,011265,00427
2016-01-05 19:53:00,+0111,0041,009656,00427
2016-01-05 20:16:00,+0111,0057,003219,00396
2016-01-05 20:31:00,+0117,0062,008047,00305
2016-01-05 20:53:00,+0122,0062,014484,00335
2016-01-05 21:51:00,+0130,0057,012875,01981
2016-01-05 21:53:00,+0128,0057,012875,01981
2016-01-05 22:53:00,+0122,0051,016093,01676
2016-01-05 23:53:00,+0111,0082,008047,00914
2016-01-06 00:09:00,+0100,0046,004828,01311
2016-01-06 00:53:00,+0100,0015,004828,01676
2016-01-06 01:53:00,+0100,0026,014484,00945
2016-01-06 02:01:00,+0100,0036,016093,00884
2016-01-06 02:08:00,+0100,0031,016093,00945
2016-01-06 02:46:00,+0100,0036,016093,00823
2016-01-06 02:53:00,+0100,0041,016093,00823
2016-01-06 03:20:00,+0094,0021,016093,01676
2016-01-06 03:53:00,+0089,0026,016093,22000
2016-01-06 04:53:00,+0078,0015,016093,22000
2016-01-06 05:53:00,+0072,0015,016093,22000
2016-01-06 06:53:00,+0061,0015,011265,22000
2016-01-06 07:53:00,+0067,0021,014484,01311
2016-01-06 08:04:00,+0072,0021,016093,01128
2016-01-06 08:14:00,+0072,0021,016093,00183
2016-01-06 08:53:00,+0078,0036,016093,00152
2016-01-06 09:42:00,+0078,0041,016093,01433
2016-01-06 09:53:00,+0078,0041,016093,01433
2016-01-06 10:53:00,+0072,0036,016093,01463
2016-01-06 11:53:00,+0067,0046,016093,22000
2016-01-06 12:53:00,+0072,0046,016093,03353
2016-01-06 13:11:00,+0072,0051,016093,03048
2016-01-06 13:53:00,+0072,0051,016093,02896
2016-01-06 14:53:00,+0072,0062,016093,02743
2016-01-06 15:53:00,+0083,0067,011265,01524
2016-01-06 16:53:00,+0083,0041,004828,01341
2016-01-06 17:53:00,+0089,0041,016093,01463
2016-01-06 18:53:00,+0094,0067,016093,01128
2016-01-06 19:53:00,+0117,0072,016093,01829
2016-01-06 20:53:00,+0122,0108,016093,02743
2016-01-06 21:53:00,+0122,0088,016093,03353
2016-01-06 22:53:00,+0100,0072,008047,01372
2016-01-06 23:15:00,+0094,0026,002816,01219
2016-01-06 23:23:00,+0094,0031,003219,00853
2016-01-06 23:45:00,+0094,0041,006437,00823
2016-01-06 23:53:00,+0094,0041,011265,00732
2016-01-07 00:02:00,+0094,0051,016093,01036
2016-01-07 00:53:00,+0094,0062,016093,01676
2016-01-07 01:53:00,+0094,0057,016093,01372
2016-01-07 02:53:00,+0094,0041,016093,01250
2016-01-07 03:53:00,+0089,0062,016093,01524
2016-01-07 04:53:00,+0089,0067,016093,01524
2016-01-07 05:53:00,+0083,0062,016093,02134
2016-01-07 06:53:00,+0083,0041,016093,02134
2016-01-07 07:53:00,+0078,0051,016093,01981
2016-01-07 08:53:00,+0078,0046,016093,01524
2016-01-07 09:32:00,+0078,0062,008047,00640
2016-01-07 09:53:00,+0078,0041,016093,00823
2016-01-07 10:51:00,+0080,0031,016093,01158
2016-01-07 10:53:00,+0078,0031,016093,01158
2016-01-07 11:36:00,+0072,0031,006437,00884
2016-01-07 11:53:00,+0072,0026,009656,00884
2016-01-07 12:08:00,+0072,0031,003219,00853
2016-01-07 12:21:00,+0072,0041,003219,00671
2016-01-07 12:53:00,+0072,0036,003219,00671
2016-01-07 13:05:00,+0067,0036,009656,00640
2016-01-07 13:53:00,+0067,0015,009656,00640
2016-01-07 14:53:00,+0072,0000,016093,00549
2016-01-07 15:53:00,+0072,0021,016093,00488
2016-01-07 16:12:00,+0072,0021,016093,01097
2016-01-07 16:51:00,+0080,0021,016093,00823
2016-01-07 16:53:00,+0078,0021,016093,00823
2016-01-07 17:53:00,+0083,0015,016093,00884
2016-01-07 18:04:00,+0089,0015,016093,01128
2016-01-07 18:53:00,+0094,0015,016093,01158
2016-01-07 19:53:00,+0100,0015,016093,01158
2016-01-07 20:39:00,+0111,0031,016093,00671
2016-01-07 20:53:00,+0106,0031,016093,00671
2016-01-07 21:09:00,+0100,0031,016093,01219
2016-01-07 21:53:00,+0117,0015,016093,01433
2016-01-07 22:53:00,+0111,0036,016093,22000
2016-01-07 23:53:00,+0117,0041,016093,01494
2016-01-08 00:53:00,+0100,0041,016093,22000
2016-01-08 01:53:00,+0089,0021,016093,22000
2016-01-08 02:53:00,+0083,0015,016093,22000
2016-01-08 03:53:00,+0078,0031,016093,22000
2016-01-08 04:53:00,+0067,0021,016093,22000
2016-01-08 05:53:00,+0067,0021,014484,22000
2016-01-08 06:53:00,+0056,0015,008047,22000
2016-01-08 07:51:00,+0050,0015,004828,22000
2016-01-08 07:53:00,+0050,0015,004828,03658
2016-01-08 07:59:00,+0050,0021,004828,00122
2016-01-08 08:07:00,+0050,0015,004023,00122
2016-01-08 08:31:00,+0056,0026,001609,00061
2016-01-08 08:45:00,+0056,0026,001207,00061
2016-01-08 08:53:00,+0056,0026,000402,00061
2016-01-08 09:05:00,+0056,0021,000402,00061
2016-01-08 10:51:00,+0050,0026,000402,00061
2016-01-08 10:53:00,+0050,0021,000402,00061
2016-01-08 11:05:00,+0050,0026,000402,00061
2016-01-08 11:53:00,+0050,0026,000402,00061
2016-01-08 12:00:00,+0050,0026,000400,00120
2016-01-08 12:51:00,+0040,0015,000201,00061
2016-01-08 12:53:00,+0044,0015,000201,00061
2016-01-08 13:53:00,+0039,0000,000201,00061
2016-01-08 15:53:00,+0033,0015,000000,00061
2016-01-08 16:51:00,+0040,0015,000201,00061
2016-01-08 16:53:00,+0039,0015,000201,00061
2016-01-08 17:15:00,+0039,0000,000402,00061
2016-01-08 17:28:00,+0039,0000,000402,00061
2016-01-08 17:39:00,+0039,0000,000805,00061
2016-01-08 17:53:00,+0044,0015,000805,00061
2016-01-08 18:09:00,+0044,0000,001609,00061
2016-01-08 18:18:00,+0044,0015,001207,00091
2016-01-08 18:53:00,+0050,0000,001207,00091
2016-01-08 19:33:00,+0050,0021,001207,00061
2016-01-08 19:53:00,+0056,0021,001207,00091
2016-01-08 20:53:00,+0061,0021,001207,00091
2016-01-08 21:04:00,+0061,0000,001609,00122
2016-01-08 21:19:00,+0067,0015,004023,00122
2016-01-08 21:34:00,+0067,0000,004023,00183
2016-01-08 21:53:00,+0072,0021,004023,00213
2016-01-08 22:00:00,+0072,0000,004828,00213
2016-01-08 22:53:00,+0072,0031,004828,00244
2016-01-08 23:21:00,+0078,0026,004828,00488
2016-01-08 23:53:00,+0078,0026,008047,00457
2016-01-09 00:53:00,+0072,0041,011265,00518
2016-01-09 01:53:00,+0072,0031,016093,00518
2016-01-09 02:14:00,+0067,0031,014484,22000
2016-01-09 02:53:00,+0067,0026,012875,22000
2016-01-09 04:53:00,+0050,0021,009656,22000
2016-01-09 05:53:00,+0050,0015,006437,22000
2016-01-09 06:53:00,+0050,0015,006437,22000
2016-01-09 07:53:00,+0056,0021,004828,03353
2016-01-09 08:53:00,+0056,0000,006437,02743
2016-01-09 09:53:00,+0056,0000,004828,02743
2016-01-09 10:53:00,+0056,0031,006437,02438
2016-01-09 11:53:00,+0061,0000,009656,02134
2016-01-09 12:53:00,+0061,0021,012875,01829
2016-01-09 13:53:00,+0067,0000,016093,02286
2016-01-09 14:53:00,+0072,0015,016093,02591
2016-01-09 15:53:00,+0072,0015,016093,02286
2016-01-09 16:53:00,+0083,0026,016093,01829
2016-01-09 17:53:00,+0100,0015,016093,02743
2016-01-09 18:53:00,+0111,0031,016093,02438
2016-01-09 19:53:00,+0122,0031,016093,02134
2016-01-09 20:53:00,+0133,0026,016093,02286
2016-01-09 21:53:00,+0133,0000,016093,01676
2016-01-09 22:53:00,+0111,0057,014484,02134
2016-01-09 23:53:00,+0106,0046,016093,01676
2016-01-10 00:53:00,+0094,0015,016093,01341
2016-01-10 01:53:00,+0094,0015,016093,01067
2016-01-10 02:53:00,+0094,0015,016093,01372
2016-01-10 03:53:00,+0094,0026,016093,01341
2016-01-10 04:53:00,+0094,0021,016093,01067
2016-01-10 05:53:00,+0094,0015,016093,01006
2016-01-10 06:53:00,+0094,0000,016093,01158
2016-01-10 07:53:00,+0094,0000,016093,01067
2016-01-10 08:53:00,+0089,0000,016093,00975
2016-01-10 09:53:00,+0089,0000,012875,00945
2016-01-10 10:53:00,+0089,0026,016093,00975
2016-01-10 11:53:00,+0089,0015,016093,00945
2016-01-10 13:53:00,+0089,0015,014484,00945
2016-01-10 14:53:00,+0089,0015,008047,00975
2016-01-10 15:33:00,+0083,0015,006437,01372
2016-01-10 15:53:00,+0089,0000,008047,00945
2016-01-10 16:53:00,+0089,0000,008047,01158
2016-01-10 17:53:00,+0100,0031,014484,01067
2016-01-10 18:53:00,+0117,0031,016093,22000
2016-01-10 19:53:00,+0122,0015,016093,00914
2016-01-10 20:53:00,+0128,0015,016093,00914
2016-01-10 21:53:00,+0144,0000,016093,22000
2016-01-10 22:53:00,+0128,0000,016093,22000
2016-01-10 23:53:00,+0139,0000,016093,22000
2016-01-11 00:53:00,+0122,0021,016093,22000
2016-01-11 01:53:00,+0117,0021,016093,01158
2016-01-11 02:53:00,+0100,0015,016093,22000
2016-01-11 03:53:00,+0094,0031,016093,22000
2016-01-11 04:53:00,+0083,0000,011265,22000
2016-01-11 05:53:00,+0072,0026,008047,22000
2016-01-11 06:53:00,+0067,0015,009656,22000
2016-01-11 07:53:00,+0061,0000,008047,22000
2016-01-11 08:53:00,+0067,0031,006437,22000
2016-01-11 09:53:00,+0061,0021,008047,22000
2016-01-11 10:53:00,+0061,0015,016093,22000
2016-01-11 11:53:00,+0056,0000,016093,22000
2016-01-11 12:53:00,+0044,0015,016093,22000
2016-01-11 13:53:00,+0050,0026,016093,03962
2016-01-11 14:53:00,+0050,0026,016093,04572
2016-01-11 15:53:00,+0056,0000,016093,07620
2016-01-11 16:53:00,+0083,0015,012875,07620
2016-01-11 17:53:00,+0100,0015,016093,07620
2016-01-11 18:53:00,+0117,0015,016093,22000
2016-01-11 19:53:00,+0128,0015,016093,07620
2016-01-11 20:53:00,+0139,0015,016093,07620
2016-01-11 21:53:00,+0150,0015,016093,07620
2016-01-11 22:53:00,+0144,0000,016093,07620
2016-01-12 00:53:00,+0133,0015,016093,07620
2016-01-12 01:53:00,+0117,0015,016093,22000
2016-01-12 02:53:00,+0111,0000,016093,22000
2016-01-12 03:53:00,+0100,0000,014484,22000
2016-01-12 04:53:00,+0089,0015,009656,22000
2016-01-12 05:53:00,+0083,0000,012875,22000
2016-01-12 07:53:00,+0067,0000,016093,22000
2016-01-12 09:53:00,+0050,0000,016093,22000
2016-01-12 10:53:00,+0044,0000,016093,22000
2016-01-12 11:53:00,+0044,0021,016093,22000
2016-01-12 12:53:00,+0039,0021,016093,22000
2016-01-12 13:53:00,+0033,0021,016093,22000
2016-01-12 14:53:00,+0039,0026,016093,22000
2016-01-12 15:53:00,+0033,0036,016093,22000
2016-01-12 16:53:00,+0067,0036,016093,22000
2016-01-12 17:53:00,+0083,0036,014484,22000
2016-01-12 18:51:00,+0080,0031,003219,22000
2016-01-12 18:53:00,+0072,0031,003219,22000
2016-01-12 19:01:00,+0072,0036,001207,00152
2016-01-12 19:31:00,+0067,0015,000805,00091
2016-01-12 19:53:00,+0067,0015,001609,00091
2016-01-12 20:11:00,+0072,0031,003219,00122
2016-01-12 20:24:00,+0083,0026,003219,22000
2016-01-12 20:41:00,+0089,0015,004828,22000
2016-01-12 20:53:00,+0094,0000,004828,22000
2016-01-12 21:53:00,+0128,0021,014484,22000
2016-01-12 22:53:00,+0139,0021,016093,22000
2016-01-12 23:53:00,+0133,0015,016093,06096
2016-01-13 00:53:00,+0117,0015,012875,04572
2016-01-13 01:53:00,+0100,0031,009656,06096
2016-01-13 02:53:00,+0094,0015,009656,06096
2016-01-13 03:53:00,+0083,0031,006437,06096
2016-01-13 04:53:00,+0078,0021,006437,07620
2016-01-13 05:53:00,+0061,0036,004828,07620
2016-01-13 06:53:00,+0072,0015,006437,07620
2016-01-13 07:53:00,+0072,0026,006437,06096
2016-01-13 08:53:00,+0078,0046,006437,04572
2016-01-13 09:53:00,+0083,0051,012875,03962
2016-01-13 10:53:00,+0083,0015,016093,03962
2016-01-13 11:53:00,+0089,0046,016093,03048
2016-01-13 12:53:00,+0083,0026,016093,03658
2016-01-13 13:53:00,+0094,0031,016093,02743
2016-01-13 14:53:00,+0089,0031,016093,01981
2016-01-13 15:53:00,+0094,0031,011265,01829
2016-01-13 16:53:00,+0111,0041,016093,01067
2016-01-13 17:53:00,+0122,0021,016093,01128
2016-01-13 18:53:00,+0161,0021,016093,02134
2016-01-13 19:53:00,+0161,0021,016093,03658
2016-01-13 20:53:00,+0172,0015,016093,02134
2016-01-13 21:53:00,+0161,0015,016093,02134
2016-01-13 22:53:00,+0172,0021,016093,01524
2016-01-13 23:53:00,+0167,0021,016093,03658
2016-01-14 00:53:00,+0156,0021,016093,02438
2016-01-14 01:53:00,+0139,0000,016093,03962
2016-01-14 02:53:00,+0117,0036,016093,22000
2016-01-14 03:53:00,+0117,0046,016093,22000
2016-01-14 04:53:00,+0106,0036,016093,22000
2016-01-14 05:53:00,+0094,0015,016093,22000
2016-01-14 06:53:00,+0078,0026,016093,22000
2016-01-14 07:53:00,+0072,0031,016093,22000
2016-01-14 08:53:00,+0072,0015,016093,22000
2016-01-14 09:53:00,+0061,0026,016093,22000
2016-01-14 10:53:00,+0061,0021,016093,22000
2016-01-14 11:24:00,+0056,0026,011265,22000
2016-01-14 11:32:00,+0061,0026,004023,00091
2016-01-14 11:36:00,+0061,0031,002012,00091
2016-01-14 11:45:00,+0061,0031,000805,00061
2016-01-14 11:53:00,+0056,0036,000402,00061
2016-01-14 12:00:00,+0056,0036,000400,00120
2016-01-14 12:06:00,+0061,0026,000402,00061
2016-01-14 12:51:00,+0060,0015,000402,00061
2016-01-14 12:53:00,+0056,0015,000402,00061
2016-01-14 13:20:00,+0056,0015,000402,00061
2016-01-14 13:53:00,+0050,0021,000402,00061
2016-01-14 14:14:00,+0050,0015,000402,00061
2016-01-14 14:37:00,+0044,0015,000402,00061
2016-01-14 14:53:00,+0044,0015,000402,00061
2016-01-14 15:53:00,+0039,0026,000402,00061
2016-01-14 16:16:00,+0039,0021,000402,00061
2016-01-14 16:51:00,+0040,0015,001609,00061
2016-01-14 16:53:00,+0044,0015,001609,00061
2016-01-14 17:01:00,+0044,0015,003219,00061
2016-01-14 17:14:00,+0050,0026,003219,00091
2016-01-14 17:51:00,+0050,0021,002816,00091
2016-01-14 17:53:00,+0050,0026,002816,00091
2016-01-14 18:07:00,+0050,0015,002816,00061
2016-01-14 18:19:00,+0050,0021,001609,00061
2016-01-14 18:53:00,+0056,0051,001609,00061
2016-01-14 19:00:00,+0056,0057,000805,00061
2016-01-14 19:24:00,+0061,0057,000805,00091
2016-01-14 19:51:00,+0070,0041,001609,00091
2016-01-14 19:53:00,+0072,0046,001609,00091
2016-01-14 20:53:00,+0083,0036,004023,00122
2016-01-14 21:01:00,+0083,0036,004023,00152
2016-01-14 21:16:00,+0083,0026,006437,00213
2016-01-14 21:36:00,+0094,0021,009656,03353
2016-01-14 21:53:00,+0094,0021,009656,03658
2016-01-14 22:53:00,+0100,0015,011265,03658
2016-01-14 23:53:00,+0106,0026,009656,03353
2016-01-15 00:53:00,+0100,0036,011265,03353
2016-01-15 01:53:00,+0100,0031,011265,03048
2016-01-15 02:53:00,+0106,0031,011265,02743
2016-01-15 03:53:00,+0100,0036,012875,02286
2016-01-15 04:53:00,+0100,0021,012875,03048
2016-01-15 05:53:00,+0094,0031,011265,03048
2016-01-15 06:53:00,+0094,0021,009656,01829
2016-01-15 07:53:00,+0094,0000,009656,01981
2016-01-15 08:53:00,+0089,0026,008047,03658
2016-01-15 09:53:00,+0094,0021,012875,01829
2016-01-15 10:53:00,+0089,0036,012875,02134
2016-01-15 11:53:00,+0094,0031,012875,01524
2016-01-15 12:53:00,+0100,0021,012875,01250
2016-01-15 13:53:00,+0094,0021,009656,01067
2016-01-15 14:20:00,+0094,0000,012875,00884
2016-01-15 14:53:00,+0094,0021,016093,00792
2016-01-15 15:39:00,+0094,0021,016093,01097
2016-01-15 15:53:00,+0100,0021,016093,01006
2016-01-15 16:53:00,+0106,0026,016093,22000
2016-01-15 17:53:00,+0122,0015,016093,22000
2016-01-15 18:53:00,+0133,0021,016093,22000
2016-01-15 19:53:00,+0144,0015,016093,22000
2016-01-15 20:53:00,+0150,0026,016093,22000
2016-01-15 21:53:00,+0161,0036,016093,01158
2016-01-15 22:53:00,+0156,0015,016093,07620
2016-01-15 23:53:00,+0156,0026,016093,06096
2016-01-16 00:53:00,+0139,0026,016093,22000
2016-01-16 01:53:00,+0128,0021,016093,22000
2016-01-16 02:53:00,+0117,0000,016093,22000
2016-01-16 03:53:00,+0106,0000,016093,22000
2016-01-16 04:53:00,+0094,0015,016093,22000
2016-01-16 05:53:00,+0083,0015,012875,22000
2016-01-16 06:53:00,+0083,0021,016093,22000
2016-01-16 07:53:00,+0083,0021,016093,03658
2016-01-16 08:53:00,+0089,0000,016093,03048
2016-01-16 09:53:00,+0094,0000,016093,02591
2016-01-16 11:53:00,+0094,0000,016093,02743
2016-01-16 12:53:00,+0094,0015,012875,02591
2016-01-16 13:53:00,+0094,0000,016093,01676
2016-01-16 14:53:00,+0094,0000,014484,02134
2016-01-16 15:53:00,+0094,0031,016093,01676
2016-01-16 16:53:00,+0100,0021,016093,01676
2016-01-16 17:53:00,+0111,0026,014484,02286
2016-01-16 18:53:00,+0122,0000,014484,02286
2016-01-16 19:53:00,+0139,0031,016093,06096
2016-01-16 20:53:00,+0150,0026,016093,06096
2016-01-16 21:53:00,+0156,0021,016093,06096
2016-01-16 22:53:00,+0167,0000,016093,06096
2016-01-17 00:53:00,+0156,0015,016093,06096
2016-01-17 01:53:00,+0144,0000,016093,06096
2016-01-17 02:53:00,+0117,0015,016093,04572
2016-01-17 03:53:00,+0117,0000,016093,04572
2016-01-17 04:53:00,+0106,0021,016093,22000
2016-01-17 05:53:00,+0100,0021,016093,22000
2016-01-17 06:53:00,+0094,0015,016093,22000
2016-01-17 07:53:00,+0083,0000,016093,22000
2016-01-17 08:53:00,+0078,0015,016093,22000
2016-01-17 09:53:00,+0078,0000,016093,22000
2016-01-17 10:53:00,+0072,0015,014484,22000
2016-01-17 11:53:00,+0067,0026,016093,22000
2016-01-17 14:53:00,+0072,0000,016093,03962
2016-01-17 15:53:00,+0078,0000,016093,04572
2016-01-17 16:53:00,+0106,0015,016093,04572
2016-01-17 17:53:00,+0106,0031,016093,04572
2016-01-17 18:53:00,+0122,0026,016093,04572
2016-01-17 19:53:00,+0144,0031,016093,04572
2016-01-17 20:53:00,+0156,0036,016093,05486
2016-01-17 21:53:00,+0156,0051,016093,04572
2016-01-17 22:53:00,+0156,0046,016093,03962
2016-01-17 23:53:00,+0156,0026,016093,03962
2016-01-18 00:53:00,+0150,0031,016093,03962
2016-01-18 01:53:00,+0133,0021,016093,06096
2016-01-18 02:53:00,+0128,0026,016093,04572
2016-01-18 04:53:00,+0117,0015,016093,22000
2016-01-18 05:53:00,+0117,0026,016093,04572
2016-01-18 06:53:00,+0122,0036,016093,04572
2016-01-18 07:53:00,+0117,0031,016093,04572
2016-01-18 08:53:00,+0122,0036,016093,04572
2016-01-18 09:53:00,+0122,0036,016093,02438
2016-01-18 10:53:00,+0117,0026,008047,01189
2016-01-18 11:53:00,+0117,0000,004828,01158
2016-01-18 12:53:00,+0117,0026,016093,01311
2016-01-18 13:22:00,+0117,0026,004023,01128
2016-01-18 13:29:00,+0117,0036,006437,01158
2016-01-18 13:53:00,+0117,0036,011265,00975
2016-01-18 14:53:00,+0117,0041,009656,01402
2016-01-18 15:21:00,+0117,0021,008047,00640
2016-01-18 15:29:00,+0117,0000,003219,00549
2016-01-18 15:45:00,+0117,0015,003219,00152
2016-01-18 15:53:00,+0117,0026,003219,00152
2016-01-18 16:01:00,+0117,0031,004828,00183
2016-01-18 16:44:00,+0122,0026,016093,00122
2016-01-18 16:53:00,+0122,0026,016093,00122
2016-01-18 17:05:00,+0122,0031,016093,00152
2016-01-18 17:32:00,+0122,0031,016093,00488
2016-01-18 17:53:00,+0122,0041,016093,00488
2016-01-18 18:21:00,+0122,0031,016093,00427
2016-01-18 18:53:00,+0128,0031,016093,00427
2016-01-18 19:49:00,+0130,0036,016093,00457
2016-01-18 19:53:00,+0139,0036,016093,00457
2016-01-18 20:23:00,+0139,0036,016093,00427
2016-01-18 20:40:00,+0139,0021,016093,00610
2016-01-18 20:53:00,+0139,0031,016093,00518
2016-01-18 21:53:00,+0150,0015,016093,00823
2016-01-18 22:53:00,+0156,0015,016093,00853
2016-01-18 23:08:00,+0161,0021,016093,00914
2016-01-18 23:53:00,+0161,0031,016093,22000
2016-01-19 00:53:00,+0144,0015,016093,22000
2016-01-19 01:53:00,+0133,0000,016093,06096
2016-01-19 02:53:00,+0128,0021,016093,22000
2016-01-19 03:53:00,+0117,0015,016093,22000
2016-01-19 05:53:00,+0106,0000,016093,03962
2016-01-19 06:53:00,+0094,0026,009656,22000
2016-01-19 07:53:00,+0089,0015,014484,06096
2016-01-19 09:53:00,+0100,0036,016093,05486
2016-01-19 10:53:00,+0100,0046,016093,03962
2016-01-19 11:53:00,+0100,0026,016093,03962
2016-01-19 12:53:00,+0106,0031,016093,03048
2016-01-19 13:53:00,+0106,0031,012875,02438
2016-01-19 14:53:00,+0106,0036,014484,02286
2016-01-19 15:53:00,+0100,0041,008047,01981
2016-01-19 16:53:00,+0100,0036,006437,01981
2016-01-19 17:13:00,+0106,0031,004023,01829
2016-01-19 17:53:00,+0111,0041,004023,01524
2016-01-19 19:53:00,+0106,0057,008047,01524
2016-01-19 20:53:00,+0117,0067,016093,00945
2016-01-19 21:53:00,+0133,0051,016093,01524
