datetime,sand_temp,sand_wind,sand_vis,sand_ceil
2016-05-25 08:33:00,+0170,0000,016093,00732
2016-05-25 08:51:00,+0167,0015,016093,00732
2016-05-25 09:51:00,+0172,0000,016093,00732
2016-05-25 10:40:00,+0170,0000,016093,00975
2016-05-25 10:51:00,+0172,0015,016093,00975
2016-05-25 11:51:00,+0167,0000,016093,22000
2016-05-25 12:00:00,+0167,0000,016000,99999
2016-05-25 12:45:00,+0160,0000,016093,00701
2016-05-25 12:51:00,+0161,0000,016093,00701
2016-05-25 13:30:00,+0170,0000,016093,00610
2016-05-25 13:51:00,+0167,0021,016093,00610
2016-05-25 14:25:00,+0170,0026,016093,01829
2016-05-25 14:51:00,+0178,0015,016093,22000
2016-05-25 15:10:00,+0180,0000,016093,00610
2016-05-25 15:51:00,+0183,0026,016093,00610
2016-05-25 16:51:00,+0194,0041,016093,00610
2016-05-25 17:12:00,+0190,0026,016093,01250
2016-05-25 17:51:00,+0200,0046,016093,22000
2016-05-25 18:00:00,+0200,0046,016000,99999
2016-05-25 18:51:00,+0206,0046,016093,22000
2016-05-25 19:51:00,+0211,0067,016093,01372
2016-05-25 20:51:00,+0206,0067,016093,01372
2016-05-25 21:51:00,+0211,0072,016093,22000
2016-05-25 22:51:00,+0211,0051,016093,22000
2016-05-25 23:51:00,+0200,0057,016093,01067
2016-05-26 00:00:00,+0200,0057,016000,99999
2016-05-26 00:51:00,+0194,0057,016093,01097
2016-05-26 01:51:00,+0189,0051,016093,01189
2016-05-26 02:51:00,+0183,0031,016093,22000
2016-05-26 03:51:00,+0178,0026,016093,22000
2016-05-26 04:04:00,+0180,0026,016093,00701
2016-05-26 04:42:00,+0170,0021,016093,22000
2016-05-26 04:51:00,+0172,0021,016093,22000
2016-05-26 05:23:00,+0180,0021,016093,00701
2016-05-26 05:51:00,+0172,0015,016093,00701
2016-05-26 06:00:00,+0172,0015,016000,99999
2016-05-26 06:47:00,+0170,0021,016093,00945
2016-05-26 06:51:00,+0172,0021,016093,00945
2016-05-26 07:15:00,+0170,0000,016093,00762
2016-05-26 07:51:00,+0172,0026,016093,00610
2016-05-26 07:59:00,+9999,9999,999999,99999
2016-05-26 08:51:00,+0172,0021,016093,00732
2016-05-26 09:51:00,+0172,0021,016093,00792
2016-05-26 10:02:00,+0170,0021,016093,01158
2016-05-26 10:51:00,+0172,0031,016093,01097
2016-05-26 10:59:00,+0170,0026,016093,00610
2016-05-26 11:51:00,+0172,0015,016093,00671
2016-05-26 12:00:00,+0172,0015,016000,99999
2016-05-26 12:51:00,+0172,0026,016093,00671
2016-05-26 13:51:00,+0172,0031,016093,00671
2016-05-26 14:51:00,+0172,0026,016093,00671
2016-05-26 15:51:00,+0172,0015,016093,00671
2016-05-26 16:51:00,+0178,0026,016093,00671
2016-05-26 17:51:00,+0183,0031,016093,00762
2016-05-26 18:00:00,+0183,0031,016000,99999
2016-05-26 18:14:00,+0190,0041,016093,01006
2016-05-26 18:51:00,+0189,0046,016093,01006
2016-05-26 19:19:00,+0190,0041,016093,00671
2016-05-26 19:51:00,+0189,0041,016093,00671
2016-05-26 20:51:00,+0194,0015,016093,00671
2016-05-26 21:51:00,+0200,0041,016093,00732
2016-05-26 22:51:00,+0200,0046,016093,00732
2016-05-26 23:36:00,+0210,0036,016093,01067
2016-05-26 23:51:00,+0200,0041,016093,01067
2016-05-27 00:00:00,+0200,0041,016000,99999
2016-05-27 00:27:00,+0200,0041,016093,00732
2016-05-27 00:51:00,+0194,0041,016093,00732
2016-05-27 01:33:00,+0190,0031,016093,01067
2016-05-27 01:51:00,+0189,0031,016093,01067
2016-05-27 02:51:00,+0183,0026,016093,22000
2016-05-27 03:38:00,+0180,0015,016093,00640
2016-05-27 03:51:00,+0183,0031,016093,00640
2016-05-27 04:51:00,+0183,0031,016093,00640
2016-05-27 05:51:00,+0183,0021,016093,00640
2016-05-27 06:00:00,+0183,0021,016000,99999
2016-05-27 06:51:00,+0183,0015,016093,00701
2016-05-27 07:51:00,+0183,0026,016093,00579
2016-05-27 07:59:00,+9999,9999,999999,99999
2016-05-27 08:51:00,+0183,0021,016093,00640
2016-05-27 09:51:00,+0183,0026,016093,00518
2016-05-27 10:51:00,+0178,0026,016093,00518
2016-05-27 11:51:00,+0172,0026,016093,00518
2016-05-27 12:00:00,+0172,0026,016000,99999
2016-05-27 12:51:00,+0172,0031,016093,00518
2016-05-27 13:51:00,+0172,0000,016093,00488
2016-05-27 14:46:00,+0170,0031,016093,00427
2016-05-27 14:51:00,+0172,0031,016093,00427
2016-05-27 15:51:00,+0172,0031,016093,00427
2016-05-27 16:06:00,+0170,0031,016093,00488
2016-05-27 16:51:00,+0178,0021,016093,00488
2016-05-27 17:51:00,+0183,0026,016093,00579
2016-05-27 18:00:00,+0183,0026,016000,99999
2016-05-27 18:51:00,+0189,0041,016093,00518
2016-05-27 19:51:00,+0189,0031,016093,00518
2016-05-27 20:51:00,+0206,0041,016093,00640
2016-05-27 21:23:00,+0200,0031,016093,22000
2016-05-27 21:51:00,+0206,0031,016093,22000
2016-05-27 22:51:00,+0200,0057,016093,22000
2016-05-27 23:40:00,+0190,0051,016093,00671
2016-05-27 23:51:00,+0189,0057,016093,00671
2016-05-28 00:00:00,+0189,0057,016000,99999
2016-05-28 00:51:00,+0183,0036,016093,00549
2016-05-28 01:51:00,+0178,0021,016093,00549
2016-05-28 02:51:00,+0183,0026,016093,00549
2016-05-28 03:51:00,+0178,0031,016093,00549
2016-05-28 04:51:00,+0172,0021,016093,00549
2016-05-28 05:51:00,+0172,0021,016093,00549
2016-05-28 06:00:00,+0172,0021,016000,99999
2016-05-28 06:51:00,+0172,0015,016093,00549
2016-05-28 07:51:00,+0178,0000,016093,00549
2016-05-28 07:59:00,+9999,9999,999999,99999
2016-05-28 08:51:00,+0178,0000,016093,00549
2016-05-28 09:51:00,+0178,0031,016093,00518
2016-05-28 10:51:00,+0172,0026,016093,00457
2016-05-28 11:47:00,+0170,0026,016093,00427
2016-05-28 11:51:00,+0172,0021,016093,00427
2016-05-28 12:00:00,+0172,0021,016000,99999
2016-05-28 12:51:00,+0167,0026,016093,00427
2016-05-28 13:51:00,+0172,0015,016093,00427
2016-05-28 14:51:00,+0172,0021,016093,00427
2016-05-28 15:20:00,+0170,0000,016093,00488
2016-05-28 15:51:00,+0172,0031,016093,00488
2016-05-28 16:51:00,+0167,0026,012875,00488
2016-05-28 17:51:00,+0172,0026,016093,00610
2016-05-28 18:00:00,+0172,0026,016000,99999
2016-05-28 18:51:00,+0178,0031,016093,00732
2016-05-28 19:51:00,+0189,0036,016093,00792
2016-05-28 20:51:00,+0189,0041,016093,00610
2016-05-28 21:51:00,+0189,0046,016093,00549
2016-05-28 22:51:00,+0183,0046,016093,00518
2016-05-28 23:51:00,+0178,0041,016093,00518
2016-05-29 00:00:00,+0178,0041,016000,99999
2016-05-29 00:51:00,+0178,0036,016093,00518
2016-05-29 01:51:00,+0172,0021,016093,00518
2016-05-29 02:51:00,+0172,0021,016093,00518
2016-05-29 03:51:00,+0172,0026,016093,00518
2016-05-29 04:51:00,+0172,0026,016093,00579
2016-05-29 05:51:00,+0167,0015,016093,00457
2016-05-29 06:00:00,+0167,0015,016000,99999
2016-05-29 06:51:00,+0167,0000,016093,00457
2016-05-29 07:51:00,+0167,0021,016093,00457
2016-05-29 07:59:00,+9999,9999,999999,99999
2016-05-29 08:31:00,+0170,0026,016093,00427
2016-05-29 08:51:00,+0167,0015,016093,00366
2016-05-29 09:51:00,+0161,0021,016093,00427
2016-05-29 10:51:00,+0161,0000,016093,00427
2016-05-29 11:51:00,+0156,0013,012872,00305
2016-05-29 12:00:00,+0156,0015,012000,99999
2016-05-29 12:51:00,+0156,0000,012875,00335
2016-05-29 13:51:00,+0161,0000,012875,00335
2016-05-29 14:51:00,+0161,0000,016093,00427
2016-05-29 15:51:00,+0167,0021,016093,00427
2016-05-29 16:51:00,+0172,0026,016093,00427
2016-05-29 16:58:00,+0170,0031,016093,00518
2016-05-29 17:51:00,+0178,0026,016093,00732
2016-05-29 18:00:00,+0178,0026,016000,99999
2016-05-29 18:51:00,+0178,0036,016093,00579
2016-05-29 19:51:00,+0189,0031,016093,00640
2016-05-29 20:05:00,+0190,0041,016093,00945
2016-05-29 20:51:00,+0194,0036,016093,01006
2016-05-29 21:38:00,+0190,0041,016093,00732
2016-05-29 21:51:00,+0194,0041,016093,00732
2016-05-29 22:15:00,+0190,0041,016093,00914
2016-05-29 22:51:00,+0194,0036,016093,00975
2016-05-29 23:51:00,+0194,0036,016093,01036
2016-05-30 00:00:00,+0194,0036,016000,99999
2016-05-30 00:51:00,+0189,0031,016093,00975
2016-05-30 01:51:00,+0183,0036,016093,01036
2016-05-30 02:38:00,+0190,0026,016093,00640
2016-05-30 02:51:00,+0183,0031,016093,00610
2016-05-30 03:14:00,+0180,0021,016093,00975
2016-05-30 03:51:00,+0183,0026,016093,00975
2016-05-30 04:51:00,+0183,0031,016093,00975
2016-05-30 05:35:00,+0180,0031,016093,00640
2016-05-30 05:51:00,+0183,0031,016093,00640
2016-05-30 06:00:00,+0183,0031,016000,99999
2016-05-30 06:51:00,+0183,0031,016093,00640
2016-05-30 07:51:00,+0178,0026,016093,00579
2016-05-30 07:59:00,+9999,9999,999999,99999
2016-05-30 08:51:00,+0167,0021,011265,00579
2016-05-30 09:24:00,+0170,0015,009656,00579
2016-05-30 09:51:00,+0167,0000,012875,00579
2016-05-30 10:51:00,+0167,0000,016093,00579
2016-05-30 11:51:00,+0172,0021,016093,00579
2016-05-30 12:00:00,+0172,0021,016000,99999
2016-05-30 12:51:00,+0167,0021,016093,00579
2016-05-30 13:51:00,+0167,0021,012875,00579
2016-05-30 14:51:00,+0167,0000,009656,00518
2016-05-30 15:51:00,+0172,0015,014484,00457
2016-05-30 16:51:00,+0183,0000,016093,00823
2016-05-30 17:51:00,+0183,0015,016093,00518
2016-05-30 18:00:00,+0183,0015,016000,99999
2016-05-30 18:51:00,+0194,0026,016093,00518
2016-05-30 19:51:00,+0200,0041,016093,00823
2016-05-30 20:51:00,+0200,0051,016093,00823
2016-05-30 21:51:00,+0200,0067,016093,00732
2016-05-30 22:45:00,+0210,0046,016093,22000
2016-05-30 22:51:00,+0211,0051,016093,22000
2016-05-30 23:51:00,+0206,0041,016093,22000
2016-05-31 00:00:00,+0206,0041,016000,99999
2016-05-31 00:51:00,+0206,0041,016093,22000
2016-05-31 01:15:00,+0200,0046,016093,00671
2016-05-31 01:51:00,+0200,0046,016093,00671
2016-05-31 02:51:00,+0189,0036,016093,00610
2016-05-31 02:54:00,+0190,0046,016093,22000
2016-05-31 03:48:00,+0180,0041,016093,00610
2016-05-31 03:51:00,+0183,0031,016093,00610
2016-05-31 04:51:00,+0183,0031,016093,00457
2016-05-31 05:51:00,+0183,0031,016093,00457
2016-05-31 06:00:00,+0183,0031,016000,99999
2016-05-31 06:51:00,+0183,0021,016093,00457
2016-05-31 07:51:00,+0178,0000,016093,00457
2016-05-31 09:51:00,+0178,0000,016093,00427
2016-05-31 10:51:00,+0178,0000,016093,00396
2016-05-31 11:51:00,+0178,0000,016093,00396
2016-05-31 12:00:00,+0178,0000,016000,99999
2016-05-31 12:51:00,+0178,0000,016093,00427
2016-05-31 13:51:00,+0178,0000,016093,00427
2016-05-31 14:51:00,+0172,0026,016093,00427
2016-05-31 15:51:00,+0172,0015,016093,00427
2016-05-31 16:51:00,+0178,0021,016093,00427
2016-05-31 17:36:00,+0180,0021,016093,00488
2016-05-31 17:51:00,+0183,0021,016093,00488
2016-05-31 18:00:00,+0183,0021,016000,99999
2016-05-31 18:51:00,+0189,0015,016093,00488
2016-05-31 19:51:00,+0194,0036,016093,00488
2016-05-31 20:51:00,+0189,0036,016093,00549
2016-05-31 21:51:00,+0189,0041,016093,00457
2016-05-31 22:51:00,+0183,0036,016093,00488
2016-05-31 22:58:00,+0180,0036,016093,00335
2016-05-31 23:51:00,+0183,0026,016093,00366
2016-06-01 00:00:00,+0183,0026,016000,99999
2016-06-01 00:51:00,+0183,0031,016093,00427
2016-06-01 01:51:00,+0183,0031,016093,00488
2016-06-01 02:51:00,+0183,0026,016093,00488
2016-06-01 03:51:00,+0178,0026,016093,00488
2016-06-01 04:51:00,+0178,0026,016093,00488
2016-06-01 05:22:00,+0180,0021,016093,00427
2016-06-01 05:51:00,+0178,0026,016093,00396
2016-06-01 06:00:00,+0178,0026,016000,99999
2016-06-01 06:51:00,+0172,0026,016093,00396
2016-06-01 07:51:00,+0172,0021,016093,00335
2016-06-01 09:51:00,+0167,0015,016093,00335
2016-06-01 10:51:00,+0167,0000,016093,00335
2016-06-01 11:51:00,+0167,0015,014484,00305
2016-06-01 12:00:00,+0167,0015,014000,99999
2016-06-01 12:04:00,+0170,0015,014484,00274
2016-06-01 12:51:00,+0167,0000,009656,00213
2016-06-01 13:51:00,+0167,0015,011265,00213
2016-06-01 14:34:00,+0170,0015,012875,00305
2016-06-01 14:51:00,+0167,0000,012875,00305
2016-06-01 15:51:00,+0172,0026,016093,00305
2016-06-01 16:51:00,+0172,0021,016093,00366
2016-06-01 17:51:00,+0178,0036,016093,00366
2016-06-01 18:00:00,+0178,0036,016000,99999
2016-06-01 18:51:00,+0183,0031,016093,00427
2016-06-01 19:20:00,+0180,0036,016093,00488
2016-06-01 19:51:00,+0189,0031,016093,00488
2016-06-01 20:51:00,+0194,0041,016093,00549
2016-06-01 21:51:00,+0194,0046,016093,00549
2016-06-01 22:51:00,+0189,0036,016093,00549
2016-06-01 23:51:00,+0189,0026,016093,00488
2016-06-02 00:00:00,+0189,0026,016000,99999
2016-06-02 00:09:00,+0190,0036,016093,00427
2016-06-02 00:51:00,+0189,0036,016093,00427
2016-06-02 01:05:00,+0190,0036,016093,00518
2016-06-02 01:51:00,+0183,0026,016093,00518
2016-06-02 02:51:00,+0183,0026,016093,00518
2016-06-02 03:33:00,+0180,0015,016093,00427
2016-06-02 03:51:00,+0178,0015,016093,00427
2016-06-02 04:51:00,+0178,0015,016093,00427
2016-06-02 05:51:00,+0178,0000,016093,00427
2016-06-02 06:00:00,+0178,0000,016000,99999
2016-06-02 06:51:00,+0178,0000,016093,00427
2016-06-02 07:51:00,+0183,0000,016093,00427
2016-06-02 07:59:00,+9999,9999,999999,99999
2016-06-02 08:51:00,+0183,0000,016093,00427
2016-06-02 09:29:00,+0180,0015,016093,22000
2016-06-02 09:51:00,+0172,0021,016093,22000
2016-06-02 10:51:00,+0172,0021,016093,22000
2016-06-02 11:51:00,+0167,0000,016093,22000
2016-06-02 12:00:00,+0167,0000,016000,99999
2016-06-02 12:51:00,+0167,0000,016093,22000
2016-06-02 13:51:00,+0172,0021,016093,22000
2016-06-02 13:59:00,+0170,0026,012875,00427
2016-06-02 14:26:00,+0180,0031,012875,00244
2016-06-02 14:51:00,+0183,0026,012875,00244
2016-06-02 15:20:00,+0190,0026,012875,22000
2016-06-02 15:51:00,+0194,0026,012875,22000
2016-06-02 16:51:00,+0206,0041,012875,22000
2016-06-02 17:51:00,+0217,0036,016093,22000
2016-06-02 18:00:00,+0217,0036,016000,99999
2016-06-02 18:51:00,+0222,0046,016093,22000
2016-06-02 19:51:00,+0228,0046,016093,22000
2016-06-02 20:51:00,+0228,0057,016093,22000
2016-06-02 21:51:00,+0228,0046,016093,22000
2016-06-02 22:51:00,+0222,0051,016093,22000
2016-06-02 23:51:00,+0217,0051,016093,22000
2016-06-03 00:00:00,+0217,0051,016000,99999
2016-06-03 00:51:00,+0206,0036,016093,22000
2016-06-03 01:51:00,+0200,0031,016093,22000
2016-06-03 02:25:00,+0190,0031,016093,00274
2016-06-03 02:51:00,+0183,0036,016093,00274
2016-06-03 03:51:00,+0183,0026,016093,00213
2016-06-03 04:51:00,+0178,0026,016093,00213
2016-06-03 05:12:00,+0180,0021,014484,00183
2016-06-03 05:51:00,+0178,0021,012875,00152
2016-06-03 06:00:00,+0178,0021,012000,99999
2016-06-03 06:51:00,+0178,0000,009656,00152
2016-06-03 07:51:00,+0178,0015,008047,00183
2016-06-03 07:59:00,+9999,9999,999999,99999
2016-06-03 08:33:00,+0180,0000,004828,00122
2016-06-03 08:46:00,+0170,0015,003219,00122
2016-06-03 08:51:00,+0178,0021,003219,00122
2016-06-03 09:00:00,+0170,0000,002414,00091
2016-06-03 09:05:00,+0170,0015,001609,00091
2016-06-03 09:13:00,+0170,0015,001207,00061
2016-06-03 09:51:00,+0167,0000,000805,00061
2016-06-03 10:51:00,+0167,0000,001207,00061
2016-06-03 11:38:00,+0170,0000,001609,00061
2016-06-03 11:51:00,+0167,0015,001609,00061
2016-06-03 12:00:00,+0167,0015,001600,99999
2016-06-03 12:40:00,+0170,0015,001207,00061
2016-06-03 12:51:00,+0167,0015,001207,00061
2016-06-03 13:30:00,+0170,0000,001609,00061
2016-06-03 13:51:00,+0167,0000,002012,00091
2016-06-03 14:04:00,+0170,0000,002816,00122
2016-06-03 14:41:00,+0170,0021,003219,00122
2016-06-03 14:51:00,+0167,0015,003219,00122
2016-06-03 15:30:00,+0180,0000,004828,00183
2016-06-03 15:49:00,+0180,0000,006437,00213
2016-06-03 15:51:00,+0178,0000,006437,00213
2016-06-03 16:45:00,+0200,0021,011265,22000
2016-06-03 16:51:00,+0200,0021,012875,22000
2016-06-03 17:51:00,+0217,0046,014484,22000
2016-06-03 18:00:00,+0217,0046,014000,99999
2016-06-03 18:51:00,+0222,0036,016093,22000
2016-06-03 19:51:00,+0228,0036,016093,22000
2016-06-03 20:51:00,+0239,0026,016093,22000
2016-06-03 21:51:00,+0228,0031,016093,07620
2016-06-03 22:51:00,+0211,0031,016093,22000
2016-06-03 23:51:00,+0200,0041,016093,22000
2016-06-04 00:00:00,+0200,0041,016000,99999
2016-06-04 00:51:00,+0200,0031,016093,22000
2016-06-04 01:51:00,+0200,0021,016093,22000
2016-06-04 02:51:00,+0189,0021,016093,22000
2016-06-04 03:51:00,+0178,0031,016093,07620
2016-06-04 03:58:00,+0180,0026,016093,00274
2016-06-04 04:51:00,+0178,0026,016093,00244
2016-06-04 05:51:00,+0178,0021,016093,00213
2016-06-04 06:00:00,+0178,0021,016000,99999
2016-06-04 06:51:00,+0172,0015,016093,00213
2016-06-04 07:34:00,+0170,0015,011265,00183
2016-06-04 07:51:00,+0172,0015,011265,00183
2016-06-04 07:59:00,+9999,9999,999999,99999
2016-06-04 08:51:00,+0172,0015,009656,00183
2016-06-04 09:51:00,+0172,0000,008047,00183
2016-06-04 10:51:00,+0172,0000,008047,00183
2016-06-04 11:51:00,+0172,0000,008047,00183
2016-06-04 12:00:00,+0172,0000,008000,99999
2016-06-04 12:29:00,+0170,0000,004023,00183
2016-06-04 12:51:00,+0178,0015,003219,00152
2016-06-04 13:51:00,+0172,0000,003219,00152
2016-06-04 14:51:00,+0178,0015,004023,00183
2016-06-04 15:28:00,+0170,0015,004023,00213
2016-06-04 15:51:00,+0178,0021,004023,00213
2016-06-04 16:47:00,+0180,0026,004828,22000
2016-06-04 16:51:00,+0183,0031,004828,22000
2016-06-04 17:40:00,+0190,0041,009656,00274
2016-06-04 17:51:00,+0194,0041,009656,00274
2016-06-04 18:00:00,+0194,0041,009000,99999
2016-06-04 18:51:00,+0200,0026,011265,00274
2016-06-04 19:05:00,+0210,0036,016093,22000
2016-06-04 19:51:00,+0217,0036,016093,22000
2016-06-04 20:51:00,+0222,0026,016093,22000
2016-06-04 21:51:00,+0222,0041,016093,22000
2016-06-04 22:51:00,+0222,0041,016093,22000
2016-06-04 23:51:00,+0222,0036,016093,22000
2016-06-05 00:00:00,+0222,0036,016000,99999
2016-06-05 00:51:00,+0217,0031,016093,22000
2016-06-05 01:51:00,+0206,0041,016093,22000
2016-06-05 02:51:00,+0194,0031,016093,22000
2016-06-05 03:51:00,+0189,0036,016093,22000
2016-06-05 04:25:00,+0190,0031,016093,00305
2016-06-05 04:46:00,+0190,0031,016093,22000
2016-06-05 04:51:00,+0189,0031,016093,22000
2016-06-05 05:16:00,+0180,0031,016093,00335
2016-06-05 05:51:00,+0183,0021,016093,00335
2016-06-05 06:00:00,+0183,0021,016000,99999
2016-06-05 06:41:00,+0180,0026,016093,00274
2016-06-05 06:51:00,+0183,0031,016093,00274
2016-06-05 07:51:00,+0178,0026,016093,00274
2016-06-05 07:59:00,+9999,9999,999999,99999
2016-06-05 08:51:00,+0178,0021,016093,00274
2016-06-05 09:51:00,+0178,0015,016093,00274
2016-06-05 10:51:00,+0178,0021,016093,00213
2016-06-05 11:49:00,+0170,0021,009656,00183
2016-06-05 11:51:00,+0172,0021,009656,00213
2016-06-05 12:00:00,+0172,0021,009000,99999
2016-06-05 12:05:00,+0170,0031,011265,00183
2016-06-05 12:31:00,+0170,0015,006437,00122
2016-06-05 12:44:00,+0170,0015,004023,00122
2016-06-05 12:51:00,+0172,0015,004023,00122
2016-06-05 12:58:00,+0170,0015,004828,00122
2016-06-05 13:51:00,+0172,0015,006437,00122
2016-06-05 14:51:00,+0172,0000,008047,00122
2016-06-05 15:33:00,+0170,0021,009656,00152
2016-06-05 15:51:00,+0178,0026,009656,00152
2016-06-05 16:23:00,+0180,0021,009656,00213
2016-06-05 16:51:00,+0178,0026,009656,00213
2016-06-05 17:51:00,+0183,0031,016093,00274
2016-06-05 18:00:00,+0183,0031,016000,99999
2016-06-05 18:33:00,+0190,0036,016093,00335
2016-06-05 18:51:00,+0200,0036,016093,00335
2016-06-05 19:23:00,+0210,0046,016093,06096
2016-06-05 19:51:00,+0211,0031,016093,22000
2016-06-05 20:51:00,+0217,0046,016093,22000
2016-06-05 21:51:00,+0217,0051,016093,22000
2016-06-05 22:51:00,+0211,0051,016093,06096
2016-06-05 23:51:00,+0206,0062,016093,06096
2016-06-06 00:00:00,+0206,0062,016000,99999
2016-06-06 00:51:00,+0194,0041,016093,06096
2016-06-06 01:51:00,+0189,0031,016093,06096
2016-06-06 02:51:00,+0183,0036,016093,06096
2016-06-06 03:28:00,+0180,0026,016093,00366
2016-06-06 03:51:00,+0178,0031,016093,00366
2016-06-06 04:51:00,+0183,0036,016093,00427
2016-06-06 05:51:00,+0178,0026,016093,00427
2016-06-06 06:00:00,+0178,0026,016000,99999
2016-06-06 06:51:00,+0178,0000,016093,00427
2016-06-06 07:51:00,+0178,0021,016093,00427
2016-06-06 07:59:00,+9999,9999,999999,99999
2016-06-06 08:51:00,+0178,0015,016093,00427
2016-06-06 09:51:00,+0178,0026,016093,00427
2016-06-06 10:51:00,+0178,0026,016093,00427
2016-06-06 11:51:00,+0178,0021,016093,00427
2016-06-06 12:00:00,+0178,0021,016000,99999
2016-06-06 12:49:00,+0180,0026,016093,00457
2016-06-06 12:51:00,+0178,0031,016093,00457
2016-06-06 13:51:00,+0178,0000,016093,00518
2016-06-06 14:51:00,+0183,0000,016093,00518
2016-06-06 15:51:00,+0189,0031,016093,00579
2016-06-06 16:51:00,+0194,0031,016093,00640
2016-06-06 17:34:00,+0200,0046,016093,07620
2016-06-06 17:51:00,+0206,0046,016093,07620
2016-06-06 18:00:00,+0206,0046,016000,99999
2016-06-06 18:51:00,+0206,0046,016093,07620
2016-06-06 19:51:00,+0217,0036,016093,07620
2016-06-06 20:51:00,+0217,0057,016093,07620
2016-06-06 21:51:00,+0217,0046,016093,07620
2016-06-06 22:51:00,+0217,0041,016093,07620
2016-06-06 23:51:00,+0211,0046,016093,22000
2016-06-07 00:00:00,+0211,0046,016000,99999
2016-06-07 00:51:00,+0200,0051,016093,06096
2016-06-07 01:51:00,+0194,0046,016093,22000
2016-06-07 02:49:00,+0190,0036,016093,00518
2016-06-07 02:51:00,+0189,0036,016093,06096
2016-06-07 03:16:00,+0180,0036,016093,00518
2016-06-07 03:51:00,+0183,0031,016093,00518
2016-06-07 04:51:00,+0183,0026,016093,00518
2016-06-07 05:51:00,+0183,0021,016093,00518
2016-06-07 06:00:00,+0183,0021,016000,99999
2016-06-07 06:51:00,+0183,0021,016093,00518
2016-06-07 07:51:00,+0178,0000,016093,00518
2016-06-07 07:59:00,+9999,9999,999999,99999
2016-06-07 08:51:00,+0178,0000,016093,00518
2016-06-07 09:51:00,+0178,0021,016093,00518
2016-06-07 10:51:00,+0172,0000,016093,00457
2016-06-07 11:51:00,+0172,0021,016093,00457
2016-06-07 12:00:00,+0172,0021,016000,99999
2016-06-07 12:51:00,+0178,0000,016093,00457
2016-06-07 13:51:00,+0178,0026,016093,00518
2016-06-07 14:51:00,+0178,0015,016093,00518
2016-06-07 15:51:00,+9999,0021,016090,99999
2016-06-07 15:58:00,+0180,0021,016093,00518
2016-06-07 16:51:00,+0183,0000,016093,00518
2016-06-07 17:51:00,+0189,0026,016093,00640
2016-06-07 18:00:00,+0189,0026,016000,99999
2016-06-07 18:51:00,+0194,0041,016093,00701
2016-06-07 19:51:00,+0206,0051,016093,00640
2016-06-07 20:51:00,+0206,0041,016093,00579
2016-06-07 21:51:00,+0206,0051,016093,00579
2016-06-07 22:51:00,+0200,0036,016093,00518
2016-06-07 23:51:00,+0206,0036,016093,00549
2016-06-08 00:00:00,+0206,0036,016000,99999
2016-06-08 00:51:00,+0194,0036,016093,00549
2016-06-08 01:51:00,+0189,0031,016093,00549
2016-06-08 02:51:00,+0189,0015,016093,00549
2016-06-08 03:51:00,+0189,0021,016093,00518
2016-06-08 04:51:00,+0189,0000,016093,00488
2016-06-08 05:51:00,+0189,0021,016093,00488
2016-06-08 06:51:00,+0183,0021,016093,00488
2016-06-08 07:51:00,+0183,0000,016093,00457
2016-06-08 07:59:00,+9999,9999,999999,99999
2016-06-08 08:51:00,+0183,0021,016093,00457
2016-06-08 09:51:00,+0183,0026,016093,00457
2016-06-08 10:51:00,+0183,0026,016093,00427
2016-06-08 11:51:00,+0178,0021,016093,00427
2016-06-08 12:00:00,+0178,0021,016000,99999
2016-06-08 12:51:00,+0178,0021,016093,00427
2016-06-08 13:51:00,+0178,0015,016093,00427
2016-06-08 14:51:00,+0178,0031,016093,00427
2016-06-08 15:51:00,+0178,0026,016093,00427
2016-06-08 16:51:00,+0183,0026,016093,00427
2016-06-08 17:42:00,+0190,0021,016093,00488
2016-06-08 17:51:00,+0189,0021,016093,00488
2016-06-08 18:00:00,+0189,0021,016000,99999
2016-06-08 18:51:00,+0194,0031,016093,00488
2016-06-08 19:51:00,+0194,0031,016093,00488
2016-06-08 20:51:00,+0200,0041,016093,00488
2016-06-08 21:20:00,+0200,0036,016093,07620
2016-06-08 21:51:00,+0206,0046,016093,07620
2016-06-08 22:51:00,+0206,0036,016093,07620
2016-06-08 23:51:00,+0200,0036,016093,07620
2016-06-09 00:00:00,+0200,0036,016000,99999
2016-06-09 00:28:00,+0190,0026,016093,00457
2016-06-09 00:51:00,+0194,0031,016093,00457
2016-06-09 01:33:00,+0190,0036,016093,00396
2016-06-09 01:51:00,+0189,0036,016093,00396
2016-06-09 02:51:00,+0183,0031,016093,00396
2016-06-09 03:51:00,+0183,0015,016093,00396
2016-06-09 04:51:00,+0183,0015,016093,00366
2016-06-09 05:51:00,+0183,0021,016093,00366
2016-06-09 06:00:00,+0183,0021,016000,99999
2016-06-09 06:51:00,+0183,0015,016093,00366
2016-06-09 07:51:00,+0178,0021,016093,00335
2016-06-09 07:59:00,+9999,9999,999999,99999
2016-06-09 08:51:00,+0178,0021,016093,00335
2016-06-09 09:51:00,+0178,0026,016093,00305
2016-06-09 10:33:00,+0180,0026,016093,00274
2016-06-09 10:51:00,+0172,0026,016093,00274
2016-06-09 11:51:00,+0172,0021,014484,00244
2016-06-09 12:00:00,+0172,0021,014000,99999
2016-06-09 12:51:00,+0172,0031,009656,00274
2016-06-09 13:51:00,+0172,0036,009656,00274
2016-06-09 14:51:00,+0172,0031,016093,00274
2016-06-09 15:34:00,+0170,0036,016093,00427
