start_datetime,date,hr_index,7da_load_fcast_mw,2da_load_fcast_mw,dam_load_fcast_mw,rtm_load_fcast_mw
2016-01-01 08:00:00+00:00,2016-01-01,1,22232.26,22872.01,23018.64,22179.0
2016-01-01 09:00:00+00:00,2016-01-01,2,21515.0,22070.77,22188.26,21331.625
2016-01-01 10:00:00+00:00,2016-01-01,3,20854.85,21419.4,21581.45,20648.3125
2016-01-01 11:00:00+00:00,2016-01-01,4,20495.68,20997.22,21261.0,20389.0
2016-01-01 12:00:00+00:00,2016-01-01,5,20490.69,21008.41,21289.56,20443.8125
2016-01-01 13:00:00+00:00,2016-01-01,6,20950.76,21464.04,21823.54,20868.125
2016-01-01 14:00:00+00:00,2016-01-01,7,21525.58,21835.97,22550.65,21567.0
2016-01-01 15:00:00+00:00,2016-01-01,8,21422.95,21704.51,22546.23,21647.625
2016-01-01 16:00:00+00:00,2016-01-01,9,21454.57,21719.15,22482.49,21809.3125
2016-01-01 17:00:00+00:00,2016-01-01,10,21610.98,21736.47,22399.67,21739.5
2016-01-01 18:00:00+00:00,2016-01-01,11,21551.79,21599.54,22187.26,21511.3125
2016-01-01 19:00:00+00:00,2016-01-01,12,21321.83,21342.42,21811.77,21198.125
2016-01-01 20:00:00+00:00,2016-01-01,13,21021.19,21026.28,21402.61,20686.5
2016-01-01 21:00:00+00:00,2016-01-01,14,20748.82,20872.32,21215.56,20391.5625
2016-01-01 22:00:00+00:00,2016-01-01,15,20731.98,20789.28,21186.31,20297.25
2016-01-01 23:00:00+00:00,2016-01-01,16,20914.16,21118.08,21631.11,21121.0625
2016-01-02 00:00:00+00:00,2016-01-01,17,21973.24,22537.72,23240.57,22903.5
2016-01-02 01:00:00+00:00,2016-01-01,18,25520.07,26356.34,27118.31,26695.5
2016-01-02 02:00:00+00:00,2016-01-01,19,26628.97,27501.77,28172.65,27021.0
2016-01-02 03:00:00+00:00,2016-01-01,20,26568.64,27473.44,27985.09,26663.8125
2016-01-02 04:00:00+00:00,2016-01-01,21,26014.76,26876.23,27401.31,26278.125
2016-01-02 05:00:00+00:00,2016-01-01,22,24902.52,25743.94,26250.22,25271.375
2016-01-02 06:00:00+00:00,2016-01-01,23,23261.39,23981.53,24631.45,23739.25
2016-01-02 07:00:00+00:00,2016-01-01,24,21943.3,22583.51,23021.82,22101.0625
2016-01-02 08:00:00+00:00,2016-01-02,1,22280.47,22254.43,22632.39,20868.5
2016-01-02 09:00:00+00:00,2016-01-02,2,21585.36,21502.12,21893.55,20008.375
2016-01-02 10:00:00+00:00,2016-01-02,3,21110.11,21021.8,21433.4,19471.5
2016-01-02 11:00:00+00:00,2016-01-02,4,20991.96,20915.37,21331.72,19280.375
2016-01-02 12:00:00+00:00,2016-01-02,5,21246.36,21191.71,21620.68,19454.75
2016-01-02 13:00:00+00:00,2016-01-02,6,21991.48,22100.38,22367.33,20107.875
2016-01-02 14:00:00+00:00,2016-01-02,7,22950.48,23198.09,23188.24,21202.8125
2016-01-02 15:00:00+00:00,2016-01-02,8,23348.89,23563.13,23548.77,21690.0
2016-01-02 16:00:00+00:00,2016-01-02,9,23704.81,23978.54,23966.46,22442.1875
2016-01-02 17:00:00+00:00,2016-01-02,10,23629.12,24221.21,24091.4,22642.5
2016-01-02 18:00:00+00:00,2016-01-02,11,23212.99,23769.05,23591.09,22645.9375
2016-01-02 19:00:00+00:00,2016-01-02,12,22564.24,23250.16,23122.76,22515.5
2016-01-02 20:00:00+00:00,2016-01-02,13,22156.4,22846.53,22614.06,21903.8125
2016-01-02 21:00:00+00:00,2016-01-02,14,21775.31,22645.81,22257.31,21610.75
2016-01-02 22:00:00+00:00,2016-01-02,15,21705.74,22765.9,22370.44,21727.0
2016-01-02 23:00:00+00:00,2016-01-02,16,22014.97,23178.06,22853.12,22227.625
2016-01-03 00:00:00+00:00,2016-01-02,17,23135.47,24314.48,23980.46,23498.5
2016-01-03 01:00:00+00:00,2016-01-02,18,26328.11,27510.83,27237.98,26636.625
2016-01-03 02:00:00+00:00,2016-01-02,19,27282.18,28306.76,28101.4,27313.1875
2016-01-03 03:00:00+00:00,2016-01-02,20,27101.55,27927.5,27759.04,26746.875
2016-01-03 04:00:00+00:00,2016-01-02,21,26531.5,27217.39,27053.34,26305.0625
2016-01-03 05:00:00+00:00,2016-01-02,22,25492.09,26160.12,25832.6,25331.0
2016-01-03 06:00:00+00:00,2016-01-02,23,24153.44,24682.64,24320.01,23868.1875
2016-01-03 07:00:00+00:00,2016-01-02,24,22831.4,23197.44,22926.18,22224.0
2016-01-03 08:00:00+00:00,2016-01-03,1,21859.15,21636.66,21660.7,20850.3125
2016-01-03 09:00:00+00:00,2016-01-03,2,21041.02,20805.85,20824.07,19923.3125
2016-01-03 10:00:00+00:00,2016-01-03,3,20621.41,20362.03,20371.92,19352.6875
2016-01-03 11:00:00+00:00,2016-01-03,4,20479.98,20201.01,20209.45,19045.9375
2016-01-03 12:00:00+00:00,2016-01-03,5,20673.44,20372.67,20368.06,19076.5625
2016-01-03 13:00:00+00:00,2016-01-03,6,21226.75,20888.3,20906.43,19524.5
2016-01-03 14:00:00+00:00,2016-01-03,7,21934.32,21413.01,21559.27,20342.8125
2016-01-03 15:00:00+00:00,2016-01-03,8,22206.18,21761.53,21876.66,20922.6875
2016-01-03 16:00:00+00:00,2016-01-03,9,22475.05,22153.31,22287.9,21555.25
2016-01-03 17:00:00+00:00,2016-01-03,10,22568.26,22396.96,22579.81,21811.875
2016-01-03 18:00:00+00:00,2016-01-03,11,22130.75,22129.47,22349.81,21611.5625
2016-01-03 19:00:00+00:00,2016-01-03,12,21760.8,21773.34,22027.68,21469.3125
2016-01-03 20:00:00+00:00,2016-01-03,13,21412.17,21410.68,21706.37,21304.125
2016-01-03 21:00:00+00:00,2016-01-03,14,21282.25,21124.2,21506.71,21401.0
2016-01-03 22:00:00+00:00,2016-01-03,15,21346.12,21169.46,21513.75,21613.3125
2016-01-03 23:00:00+00:00,2016-01-03,16,21758.71,21632.57,21996.51,22250.25
2016-01-04 00:00:00+00:00,2016-01-03,17,23182.14,22752.28,23317.01,23462.625
2016-01-04 01:00:00+00:00,2016-01-03,18,26677.64,26214.93,26808.33,27052.9375
2016-01-04 02:00:00+00:00,2016-01-03,19,27834.28,27393.5,27921.1,27628.625
2016-01-04 03:00:00+00:00,2016-01-03,20,27637.79,27142.82,27633.06,27012.3125
2016-01-04 04:00:00+00:00,2016-01-03,21,26908.32,26386.71,26865.49,26386.5
2016-01-04 05:00:00+00:00,2016-01-03,22,25560.66,24941.95,25425.57,25101.9375
2016-01-04 06:00:00+00:00,2016-01-03,23,23847.42,23261.69,23719.99,23198.8125
2016-01-04 07:00:00+00:00,2016-01-03,24,22298.28,21771.93,22152.16,21303.4375
2016-01-04 08:00:00+00:00,2016-01-04,1,21081.64,21021.03,20955.86,20050.0
2016-01-04 09:00:00+00:00,2016-01-04,2,20473.6,20383.47,20319.9,19255.375
2016-01-04 10:00:00+00:00,2016-01-04,3,20153.06,20052.83,20000.98,18838.5
2016-01-04 11:00:00+00:00,2016-01-04,4,20206.84,20081.7,20028.16,18856.0625
2016-01-04 12:00:00+00:00,2016-01-04,5,20947.61,20760.22,20712.42,19460.375
2016-01-04 13:00:00+00:00,2016-01-04,6,22726.64,22482.89,22447.55,21122.125
2016-01-04 14:00:00+00:00,2016-01-04,7,25529.3,25191.92,25144.0,24008.375
2016-01-04 15:00:00+00:00,2016-01-04,8,27142.65,26866.61,26814.36,25384.8125
2016-01-04 16:00:00+00:00,2016-01-04,9,27225.41,27074.37,27036.3,25785.5625
2016-01-04 17:00:00+00:00,2016-01-04,10,27015.68,27026.03,27027.56,26168.5
2016-01-04 18:00:00+00:00,2016-01-04,11,26774.02,26857.87,26842.9,26071.375
2016-01-04 19:00:00+00:00,2016-01-04,12,26363.93,26491.81,26485.63,25660.25
2016-01-04 20:00:00+00:00,2016-01-04,13,25927.82,26097.31,26082.14,25312.5625
2016-01-04 21:00:00+00:00,2016-01-04,14,25635.62,25817.16,25793.29,25389.0625
2016-01-04 22:00:00+00:00,2016-01-04,15,25393.8,25525.69,25502.01,25372.0
2016-01-04 23:00:00+00:00,2016-01-04,16,25316.81,25555.9,25520.31,25472.8
2016-01-05 00:00:00+00:00,2016-01-04,17,26026.21,26382.4,26340.27,26244.0625
2016-01-05 01:00:00+00:00,2016-01-04,18,29145.09,29341.98,29204.04,29195.25
2016-01-05 02:00:00+00:00,2016-01-04,19,30028.17,30159.12,29965.69,29619.75
2016-01-05 03:00:00+00:00,2016-01-04,20,29625.05,29685.36,29494.29,28729.5
2016-01-05 04:00:00+00:00,2016-01-04,21,28655.38,28738.56,28557.38,27903.5
2016-01-05 05:00:00+00:00,2016-01-04,22,26854.21,26996.63,26876.38,26272.25
2016-01-05 06:00:00+00:00,2016-01-04,23,24656.36,24852.42,24770.6,24073.3125
2016-01-05 07:00:00+00:00,2016-01-04,24,22867.37,23003.02,22945.7,21950.625
2016-01-05 08:00:00+00:00,2016-01-05,1,21810.81,21800.26,21688.6,20544.875
2016-01-05 09:00:00+00:00,2016-01-05,2,21074.46,21006.03,20941.22,19690.6875
2016-01-05 10:00:00+00:00,2016-01-05,3,20698.31,20558.95,20512.05,19278.75
2016-01-05 11:00:00+00:00,2016-01-05,4,20717.63,20503.4,20449.57,19193.25
2016-01-05 12:00:00+00:00,2016-01-05,5,21412.41,21076.68,21002.41,19668.125
2016-01-05 13:00:00+00:00,2016-01-05,6,23121.58,22654.21,22553.6,21227.9375
2016-01-05 14:00:00+00:00,2016-01-05,7,25974.98,25299.16,25229.9,24038.0625
2016-01-05 15:00:00+00:00,2016-01-05,8,27485.11,26973.46,27017.55,25676.375
2016-01-05 16:00:00+00:00,2016-01-05,9,27466.64,27289.04,27393.03,26135.0
2016-01-05 17:00:00+00:00,2016-01-05,10,27087.8,27266.3,27480.68,26919.0
2016-01-05 18:00:00+00:00,2016-01-05,11,26732.06,27058.08,27331.92,27419.4375
2016-01-05 19:00:00+00:00,2016-01-05,12,26167.28,26724.35,26981.75,27621.5
2016-01-05 20:00:00+00:00,2016-01-05,13,25694.02,26392.05,26641.06,27430.6875
2016-01-05 21:00:00+00:00,2016-01-05,14,25427.84,26148.26,26380.12,27611.0625
2016-01-05 22:00:00+00:00,2016-01-05,15,25098.07,25807.22,26009.85,27433.25
2016-01-05 23:00:00+00:00,2016-01-05,16,24929.45,25783.39,25673.57,26911.625
2016-01-06 00:00:00+00:00,2016-01-05,17,25727.56,26738.32,26416.68,27283.75
2016-01-06 01:00:00+00:00,2016-01-05,18,28813.37,29663.44,29337.2,30028.6875
2016-01-06 02:00:00+00:00,2016-01-05,19,29789.42,30420.7,30093.07,30074.4375
2016-01-06 03:00:00+00:00,2016-01-05,20,29467.55,29940.35,29619.81,29396.625
2016-01-06 04:00:00+00:00,2016-01-05,21,28572.36,29001.4,28690.12,28545.5625
2016-01-06 05:00:00+00:00,2016-01-05,22,26820.69,27293.38,26934.26,26915.3125
2016-01-06 06:00:00+00:00,2016-01-05,23,24698.04,25122.63,24770.17,24544.8125
2016-01-06 07:00:00+00:00,2016-01-05,24,22967.54,23196.09,22931.1,22534.875
2016-01-06 08:00:00+00:00,2016-01-06,1,21833.24,21941.18,21672.69,21155.1875
2016-01-06 09:00:00+00:00,2016-01-06,2,21063.43,21178.49,20868.55,20277.4375
2016-01-06 10:00:00+00:00,2016-01-06,3,20686.48,20773.5,20447.48,19772.1875
2016-01-06 11:00:00+00:00,2016-01-06,4,20619.81,20750.23,20410.68,19682.0
2016-01-06 12:00:00+00:00,2016-01-06,5,21258.03,21370.48,21028.53,20140.25
2016-01-06 13:00:00+00:00,2016-01-06,6,22944.7,23000.07,22679.8,21665.25
2016-01-06 14:00:00+00:00,2016-01-06,7,25566.93,25701.82,25509.18,24625.8125
2016-01-06 15:00:00+00:00,2016-01-06,8,27091.13,27414.24,27197.13,26227.4375
2016-01-06 16:00:00+00:00,2016-01-06,9,27168.81,27580.04,27365.58,26370.1875
2016-01-06 17:00:00+00:00,2016-01-06,10,26871.89,27388.7,27240.95,26787.9375
2016-01-06 18:00:00+00:00,2016-01-06,11,26563.59,27109.16,26992.39,27030.75
2016-01-06 19:00:00+00:00,2016-01-06,12,26106.61,26642.97,26573.43,27205.875
2016-01-06 20:00:00+00:00,2016-01-06,13,25660.95,26204.87,26170.62,27442.25
2016-01-06 21:00:00+00:00,2016-01-06,14,25398.31,25896.61,25847.72,27504.75
2016-01-06 22:00:00+00:00,2016-01-06,15,25159.73,25633.45,25600.47,27417.1875
2016-01-06 23:00:00+00:00,2016-01-06,16,25134.31,25436.08,25315.45,27346.625
2016-01-07 00:00:00+00:00,2016-01-06,17,25946.86,26186.51,26094.91,28190.9375
2016-01-07 01:00:00+00:00,2016-01-06,18,29004.07,29178.36,29055.72,30916.375
2016-01-07 02:00:00+00:00,2016-01-06,19,29948.11,29926.21,29827.02,30760.625
2016-01-07 03:00:00+00:00,2016-01-06,20,29558.96,29372.83,29313.74,29727.0
2016-01-07 04:00:00+00:00,2016-01-06,21,28659.33,28489.48,28413.2,28883.125
2016-01-07 05:00:00+00:00,2016-01-06,22,27057.54,26808.27,26725.9,27393.375
2016-01-07 06:00:00+00:00,2016-01-06,23,24814.58,24708.45,24648.53,25074.0625
2016-01-07 07:00:00+00:00,2016-01-06,24,22871.6,22917.97,22880.33,22972.25
2016-01-07 08:00:00+00:00,2016-01-07,1,21512.86,21901.28,21827.93,21526.6875
2016-01-07 09:00:00+00:00,2016-01-07,2,20735.16,21100.4,21004.72,20644.875
2016-01-07 10:00:00+00:00,2016-01-07,3,20339.44,20645.93,20432.85,20106.9375
2016-01-07 11:00:00+00:00,2016-01-07,4,20330.49,20610.09,20381.06,20003.0625
2016-01-07 12:00:00+00:00,2016-01-07,5,20998.17,21222.85,20927.65,20494.5625
2016-01-07 13:00:00+00:00,2016-01-07,6,22824.95,22869.04,22592.49,22042.0
2016-01-07 14:00:00+00:00,2016-01-07,7,25715.58,25726.76,25440.1,24848.25
2016-01-07 15:00:00+00:00,2016-01-07,8,27258.61,27355.22,27040.37,26343.9375
2016-01-07 16:00:00+00:00,2016-01-07,9,27297.47,27559.91,27286.59,26497.0
2016-01-07 17:00:00+00:00,2016-01-07,10,26985.59,27393.75,27080.83,26264.875
2016-01-07 18:00:00+00:00,2016-01-07,11,26574.96,27059.61,26714.62,25959.3125
2016-01-07 19:00:00+00:00,2016-01-07,12,26093.26,26627.91,26269.28,25685.0
2016-01-07 20:00:00+00:00,2016-01-07,13,25635.67,26200.11,25864.14,25366.875
2016-01-07 21:00:00+00:00,2016-01-07,14,25389.13,25962.66,25643.62,25300.9375
2016-01-07 22:00:00+00:00,2016-01-07,15,25089.84,25728.27,25417.98,25053.69230769231
2016-01-07 23:00:00+00:00,2016-01-07,16,25015.57,25516.95,25312.39,25259.066666666666
2016-01-08 00:00:00+00:00,2016-01-07,17,25757.66,26301.63,26231.6,26219.75
2016-01-08 01:00:00+00:00,2016-01-07,18,28843.75,29355.97,29337.8,29183.0625
2016-01-08 02:00:00+00:00,2016-01-07,19,29789.87,30153.96,30180.16,29804.125
2016-01-08 03:00:00+00:00,2016-01-07,20,29409.79,29669.49,29742.99,29377.5625
2016-01-08 04:00:00+00:00,2016-01-07,21,28580.15,28784.02,28851.55,28551.8125
2016-01-08 05:00:00+00:00,2016-01-07,22,27157.75,27074.59,27173.09,27210.8125
2016-01-08 06:00:00+00:00,2016-01-07,23,25131.62,24987.7,24954.67,24919.0
2016-01-08 07:00:00+00:00,2016-01-07,24,23286.48,23185.32,22978.1,22950.8125
2016-01-08 08:00:00+00:00,2016-01-08,1,22240.94,21932.4,21948.76,21459.25
2016-01-08 09:00:00+00:00,2016-01-08,2,21473.6,21123.62,21144.11,20821.0625
2016-01-08 10:00:00+00:00,2016-01-08,3,21066.95,20591.24,20644.56,20349.375
2016-01-08 11:00:00+00:00,2016-01-08,4,21072.15,20577.66,20634.02,20247.375
2016-01-08 12:00:00+00:00,2016-01-08,5,21739.47,21155.95,21344.19,20873.4375
2016-01-08 13:00:00+00:00,2016-01-08,6,23325.19,22766.89,22931.52,22455.0
2016-01-08 14:00:00+00:00,2016-01-08,7,25729.75,25417.67,25405.65,25147.125
2016-01-08 15:00:00+00:00,2016-01-08,8,27158.07,26855.56,27080.86,26754.3125
2016-01-08 16:00:00+00:00,2016-01-08,9,27181.56,26948.08,27067.37,26902.625
2016-01-08 17:00:00+00:00,2016-01-08,10,26744.13,26641.96,26943.59,26661.0
2016-01-08 18:00:00+00:00,2016-01-08,11,26271.6,26202.63,26700.86,26075.125
2016-01-08 19:00:00+00:00,2016-01-08,12,25705.6,25639.63,26450.22,25492.0
2016-01-08 20:00:00+00:00,2016-01-08,13,25111.96,25108.83,26079.11,25014.125
2016-01-08 21:00:00+00:00,2016-01-08,14,24705.13,24781.92,25843.15,24547.6875
2016-01-08 22:00:00+00:00,2016-01-08,15,24378.32,24413.98,25724.05,24438.875
2016-01-08 23:00:00+00:00,2016-01-08,16,24373.49,24223.88,25816.31,24872.3125
2016-01-09 00:00:00+00:00,2016-01-08,17,25140.52,25181.75,26445.98,25955.5625
2016-01-09 01:00:00+00:00,2016-01-08,18,28091.96,28186.82,29279.0,28889.125
2016-01-09 02:00:00+00:00,2016-01-08,19,28952.15,28965.16,29638.17,29193.5
2016-01-09 03:00:00+00:00,2016-01-08,20,28519.3,28420.16,29032.51,28537.5
2016-01-09 04:00:00+00:00,2016-01-08,21,27768.35,27624.35,28206.26,27693.9375
2016-01-09 05:00:00+00:00,2016-01-08,22,26521.31,26348.6,27065.8,26544.75
2016-01-09 06:00:00+00:00,2016-01-08,23,24909.18,24647.8,25272.03,24867.75
2016-01-09 07:00:00+00:00,2016-01-08,24,23342.9,22936.33,23288.62,22962.625
2016-01-09 08:00:00+00:00,2016-01-09,1,22419.26,21819.42,21556.32,21599.5
2016-01-09 09:00:00+00:00,2016-01-09,2,21574.22,20910.4,20690.7,20660.0625
2016-01-09 10:00:00+00:00,2016-01-09,3,21076.52,20392.68,20178.97,20087.8125
2016-01-09 11:00:00+00:00,2016-01-09,4,20926.95,20196.48,20052.18,19876.0625
2016-01-09 12:00:00+00:00,2016-01-09,5,21171.29,20395.2,20263.79,20031.5625
2016-01-09 13:00:00+00:00,2016-01-09,6,21894.35,21031.85,20949.39,20638.0625
2016-01-09 14:00:00+00:00,2016-01-09,7,22837.7,22123.35,22007.62,21762.0625
2016-01-09 15:00:00+00:00,2016-01-09,8,23259.57,22673.89,22724.71,22390.9375
2016-01-09 16:00:00+00:00,2016-01-09,9,23711.75,23462.95,23540.31,23127.625
2016-01-09 17:00:00+00:00,2016-01-09,10,23730.6,23873.96,23940.72,23520.625
2016-01-09 18:00:00+00:00,2016-01-09,11,23376.36,23872.83,24046.73,23328.75
2016-01-09 19:00:00+00:00,2016-01-09,12,22813.45,23549.21,23653.89,23081.6875
2016-01-09 20:00:00+00:00,2016-01-09,13,22317.58,23098.8,23328.18,22808.25
2016-01-09 21:00:00+00:00,2016-01-09,14,21980.46,22642.9,22942.13,22944.5625
2016-01-09 22:00:00+00:00,2016-01-09,15,21820.39,22400.48,22736.57,22988.9375
2016-01-09 23:00:00+00:00,2016-01-09,16,22088.88,22507.83,22827.62,23547.875
2016-01-10 00:00:00+00:00,2016-01-09,17,23335.87,23729.01,24003.57,24601.625
2016-01-10 01:00:00+00:00,2016-01-09,18,26526.15,26747.86,27036.2,27400.75
2016-01-10 02:00:00+00:00,2016-01-09,19,27587.94,27591.32,27647.42,27573.4375
2016-01-10 03:00:00+00:00,2016-01-09,20,27293.98,27234.7,27283.71,26766.875
2016-01-10 04:00:00+00:00,2016-01-09,21,26699.46,26666.81,26625.76,26044.625
2016-01-10 05:00:00+00:00,2016-01-09,22,25626.52,25510.37,25543.06,24996.0
2016-01-10 06:00:00+00:00,2016-01-09,23,24305.11,23927.25,24101.54,23517.625
2016-01-10 07:00:00+00:00,2016-01-09,24,22938.1,22323.77,22509.08,21853.5625
2016-01-10 08:00:00+00:00,2016-01-10,1,21600.54,20640.19,20711.86,20398.1875
2016-01-10 09:00:00+00:00,2016-01-10,2,20789.54,19794.17,19882.09,19429.875
2016-01-10 10:00:00+00:00,2016-01-10,3,20330.2,19294.02,19391.72,18912.5625
2016-01-10 11:00:00+00:00,2016-01-10,4,20151.95,19160.71,19184.15,18610.1875
2016-01-10 12:00:00+00:00,2016-01-10,5,20320.55,19277.06,19279.18,18634.375
2016-01-10 13:00:00+00:00,2016-01-10,6,20861.66,19785.34,19797.3,19014.3125
2016-01-10 14:00:00+00:00,2016-01-10,7,21553.25,20615.98,20538.48,19869.1875
2016-01-10 15:00:00+00:00,2016-01-10,8,21874.31,21058.7,20969.51,20390.4375
2016-01-10 16:00:00+00:00,2016-01-10,9,22301.09,21755.54,21693.47,21148.125
2016-01-10 17:00:00+00:00,2016-01-10,10,22423.58,22135.44,22099.2,21773.3125
2016-01-10 18:00:00+00:00,2016-01-10,11,22117.04,21980.82,21965.06,21828.1875
2016-01-10 19:00:00+00:00,2016-01-10,12,21769.1,21684.64,21715.21,21491.125
2016-01-10 20:00:00+00:00,2016-01-10,13,21460.03,21362.66,21522.32,21323.0625
2016-01-10 21:00:00+00:00,2016-01-10,14,21214.17,21094.96,21263.39,21283.8125
2016-01-10 22:00:00+00:00,2016-01-10,15,21177.85,20996.63,21180.12,21484.5
2016-01-10 23:00:00+00:00,2016-01-10,16,21518.16,21351.0,21608.56,22035.0
2016-01-11 00:00:00+00:00,2016-01-10,17,22829.7,22581.91,22887.52,23607.625
2016-01-11 01:00:00+00:00,2016-01-10,18,26159.89,25917.9,26293.62,26963.75
2016-01-11 02:00:00+00:00,2016-01-10,19,27484.98,27153.99,27572.27,27559.5625
2016-01-11 03:00:00+00:00,2016-01-10,20,27407.68,27016.9,27265.26,26939.8125
2016-01-11 04:00:00+00:00,2016-01-10,21,26723.35,26332.84,26442.19,26136.1875
2016-01-11 05:00:00+00:00,2016-01-10,22,25400.46,24964.92,24961.01,24859.5625
2016-01-11 06:00:00+00:00,2016-01-10,23,23748.4,23147.26,23043.6,22984.375
2016-01-11 07:00:00+00:00,2016-01-10,24,22226.77,21484.77,21345.01,21140.75
2016-01-11 08:00:00+00:00,2016-01-11,1,21073.76,20223.81,20580.68,19983.0625
2016-01-11 09:00:00+00:00,2016-01-11,2,20528.55,19606.48,19969.59,19250.1875
2016-01-11 10:00:00+00:00,2016-01-11,3,20246.96,19308.06,19641.67,18896.8125
2016-01-11 11:00:00+00:00,2016-01-11,4,20319.09,19369.51,19784.37,18963.6875
2016-01-11 12:00:00+00:00,2016-01-11,5,21071.71,20061.56,20493.71,19668.0
2016-01-11 13:00:00+00:00,2016-01-11,6,22883.71,21820.45,22247.81,21444.5
2016-01-11 14:00:00+00:00,2016-01-11,7,25718.88,24616.18,24924.55,24453.5625
2016-01-11 15:00:00+00:00,2016-01-11,8,27307.19,26262.14,26321.6,26163.6875
2016-01-11 16:00:00+00:00,2016-01-11,9,27298.89,26483.33,26604.04,26322.75
2016-01-11 17:00:00+00:00,2016-01-11,10,26961.56,26398.28,26443.41,25895.5
2016-01-11 18:00:00+00:00,2016-01-11,11,26603.99,26230.61,26518.64,25553.75
2016-01-11 19:00:00+00:00,2016-01-11,12,26120.8,25906.49,26218.72,24948.5625
2016-01-11 20:00:00+00:00,2016-01-11,13,25676.46,25634.48,26027.33,24467.9375
2016-01-11 21:00:00+00:00,2016-01-11,14,25399.37,25416.99,25878.39,24365.25
2016-01-11 22:00:00+00:00,2016-01-11,15,25147.34,25251.19,26020.44,24272.875
2016-01-11 23:00:00+00:00,2016-01-11,16,25025.91,25312.64,26268.36,24601.9375
2016-01-12 00:00:00+00:00,2016-01-11,17,25772.4,26104.27,27160.03,25803.5625
2016-01-12 01:00:00+00:00,2016-01-11,18,28756.29,28875.17,29803.8,28730.9375
2016-01-12 02:00:00+00:00,2016-01-11,19,29807.85,29714.29,30360.7,29409.75
2016-01-12 03:00:00+00:00,2016-01-11,20,29450.09,29174.54,29881.15,28839.375
2016-01-12 04:00:00+00:00,2016-01-11,21,28528.75,28248.23,29009.55,28032.3125
2016-01-12 05:00:00+00:00,2016-01-11,22,26805.01,26627.4,27535.75,26603.75
2016-01-12 06:00:00+00:00,2016-01-11,23,24672.49,24428.93,25261.35,24497.75
2016-01-12 07:00:00+00:00,2016-01-11,24,22834.91,22428.3,23140.09,22371.4375
2016-01-12 08:00:00+00:00,2016-01-12,1,21623.59,21269.65,21887.02,20992.1875
2016-01-12 09:00:00+00:00,2016-01-12,2,20879.88,20595.36,21203.49,20213.375
2016-01-12 10:00:00+00:00,2016-01-12,3,20494.09,20237.51,20720.92,19855.3125
2016-01-12 11:00:00+00:00,2016-01-12,4,20494.04,20274.57,20842.1,19844.5625
2016-01-12 12:00:00+00:00,2016-01-12,5,21180.58,20944.78,21523.48,20494.125
2016-01-12 13:00:00+00:00,2016-01-12,6,22941.01,22704.77,23258.93,22188.4375
2016-01-12 14:00:00+00:00,2016-01-12,7,25869.22,25564.01,25899.77,25186.25
2016-01-12 15:00:00+00:00,2016-01-12,8,27371.36,27073.49,27014.88,26894.1875
2016-01-12 16:00:00+00:00,2016-01-12,9,27286.67,26980.02,27095.38,26299.5
2016-01-12 17:00:00+00:00,2016-01-12,10,26917.23,26603.0,26758.32,25882.25
2016-01-12 18:00:00+00:00,2016-01-12,11,26524.56,26261.23,26539.7,25243.5
2016-01-12 19:00:00+00:00,2016-01-12,12,26012.23,25817.84,26318.88,24620.6875
2016-01-12 20:00:00+00:00,2016-01-12,13,25566.62,25405.32,26069.08,24226.375
2016-01-12 21:00:00+00:00,2016-01-12,14,25307.51,25236.16,25930.51,23942.375
2016-01-12 22:00:00+00:00,2016-01-12,15,25056.85,25100.53,26081.57,24119.8125
2016-01-12 23:00:00+00:00,2016-01-12,16,24794.52,25209.39,26303.8,24201.3125
2016-01-13 00:00:00+00:00,2016-01-12,17,25455.85,25938.55,27281.71,25629.6875
2016-01-13 01:00:00+00:00,2016-01-12,18,28327.18,28726.11,29793.31,28725.75
2016-01-13 02:00:00+00:00,2016-01-12,19,29418.88,29720.09,30333.03,29412.125
2016-01-13 03:00:00+00:00,2016-01-12,20,29183.48,29396.5,29894.71,28826.1875
2016-01-13 04:00:00+00:00,2016-01-12,21,28367.7,28595.81,29029.97,28088.25
2016-01-13 05:00:00+00:00,2016-01-12,22,26660.41,27034.37,27571.57,26669.0
2016-01-13 06:00:00+00:00,2016-01-12,23,24585.32,24818.56,25289.09,24429.25
2016-01-13 07:00:00+00:00,2016-01-12,24,22788.96,22788.06,23105.61,22392.3125
2016-01-13 08:00:00+00:00,2016-01-13,1,21464.85,21563.29,21352.69,21000.5
2016-01-13 09:00:00+00:00,2016-01-13,2,20701.31,20829.96,20561.33,20214.6875
2016-01-13 10:00:00+00:00,2016-01-13,3,20201.31,20434.47,20162.55,19833.0
2016-01-13 11:00:00+00:00,2016-01-13,4,20193.26,20426.54,20155.79,19824.6875
2016-01-13 12:00:00+00:00,2016-01-13,5,20793.86,20970.6,20836.87,20420.625
2016-01-13 13:00:00+00:00,2016-01-13,6,22539.91,22659.52,22514.92,22101.6875
2016-01-13 14:00:00+00:00,2016-01-13,7,25414.26,25433.65,25270.81,25032.4375
2016-01-13 15:00:00+00:00,2016-01-13,8,26863.31,26983.21,26806.29,26675.5625
2016-01-13 16:00:00+00:00,2016-01-13,9,26816.08,26922.18,26821.05,26571.375
2016-01-13 17:00:00+00:00,2016-01-13,10,26442.24,26736.85,26689.61,26282.875
2016-01-13 18:00:00+00:00,2016-01-13,11,26130.21,26541.3,26530.77,25872.0625
