,sand_temp,sand_wind,sand_vis,sand_ceil,fres_temp,fres_wind,fres_vis,fres_ceil,rive_temp,rive_wind,rive_vis,rive_ceil,redd_temp,redd_wind,redd_vis,redd_ceil
2016-01-01 01:00:00-08:00,156,26,16093,22000,100,0,11265,22000,133,51,16093,22000,94,72,16093,22000
2016-01-01 02:00:00-08:00,144,21,16093,22000,78,0,11265,22000,128,46,16093,22000,83,93,16093,22000
2016-01-01 03:00:00-08:00,139,0,16093,22000,67,0,9656,22000,122,46,16093,22000,78,67,16093,22000
2016-01-01 04:00:00-08:00,133,0,16093,22000,56,15,8047,22000,117,41,16093,22000,67,72,16093,22000
2016-01-01 05:00:00-08:00,122,0,16093,22000,39,0,6437,22000,111,51,16093,22000,67,72,16093,22000
2016-01-01 06:00:00-08:00,117,0,16093,22000,33,0,4828,22000,111,41,16093,22000,56,72,16093,22000
2016-01-01 07:00:00-08:00,111,0,16093,22000,22,0,4828,22000,100,26,16093,22000,50,57,16093,22000
2016-01-01 08:00:00-08:00,106,0,16093,22000,11,15,4828,22000,94,31,16093,22000,44,88,16093,22000
2016-01-01 09:00:00-08:00,100,0,16093,22000,11,15,4828,22000,89,31,16093,22000,39,51,16093,22000
2016-01-01 10:00:00-08:00,94,0,16093,22000,6,0,4828,22000,94,36,16093,22000,39,62,16093,22000
2016-01-01 11:00:00-08:00,72,0,16093,22000,0,0,4828,22000,78,26,16093,22000,39,67,16093,22000
2016-01-01 12:00:00-08:00,83,0,16093,22000,0,0,4828,22000,83,36,16093,22000,39,62,16093,22000
2016-01-01 13:00:00-08:00,78,0,16093,22000,-6,21,4828,22000,72,31,16093,22000,39,62,16093,22000
2016-01-01 14:00:00-08:00,78,0,16093,22000,-11,15,6437,22000,72,31,16093,22000,39,62,16093,22000
2016-01-01 15:00:00-08:00,89,0,16093,22000,-17,15,6437,22000,78,36,16093,22000,39,77,16093,22000
2016-01-01 16:00:00-08:00,89,0,16093,22000,-6,15,6437,22000,83,41,16093,22000,39,82,16093,22000
2016-01-01 17:00:00-08:00,89,0,16093,22000,17,0,8047,22000,106,46,16093,22000,50,62,16093,22000
2016-01-01 18:00:00-08:00,144,21,16093,22000,44,15,11265,22000,122,36,16093,22000,61,77,16093,22000
2016-01-01 19:00:00-08:00,156,0,16093,22000,67,0,12875,22000,144,41,16093,22000,72,82,16093,22000
2016-01-01 20:00:00-08:00,172,0,16093,6096,89,0,12875,22000,156,36,16093,22000,83,88,16093,22000
2016-01-01 21:00:00-08:00,178,21,16093,6096,106,31,14484,22000,167,21,16093,22000,94,67,16093,22000
2016-01-01 22:00:00-08:00,178,31,16093,6096,106,0,14484,22000,172,15,16093,6096,100,46,16093,22000
2016-01-01 23:00:00-08:00,172,26,16093,6096,111,0,14484,22000,172,0,16093,22000,100,57,16093,22000
2016-01-02 00:00:00-08:00,167,21,16093,6096,111,0,12875,22000,172,26,16093,6096,100,41,16093,22000
2016-01-02 01:00:00-08:00,156,15,16093,7010,106,0,12875,22000,150,15,16093,6096,83,36,16093,22000
2016-01-02 02:00:00-08:00,150,0,16093,22000,94,15,14484,22000,128,15,16093,22000,72,36,16093,22000
2016-01-02 03:00:00-08:00,150,0,16093,22000,83,21,11265,22000,117,26,16093,22000,67,41,16093,22000
2016-01-02 04:00:00-08:00,150,0,16093,22000,78,21,11265,22000,106,26,16093,22000,50,26,16093,22000
2016-01-02 05:00:00-08:00,150,0,16093,22000,61,21,11265,22000,94,15,16093,22000,56,41,16093,2438
2016-01-02 06:00:00-08:00,150,0,16093,22000,67,21,11265,22000,94,0,16093,22000,56,41,16093,2438
2016-01-02 07:00:00-08:00,111,0,16093,7620,61,0,11265,22000,83,15,16093,22000,61,26,16093,2286
2016-01-02 08:00:00-08:00,117,0,16093,6706,56,0,9656,3658,72,15,16093,22000,56,26,16093,2134
2016-01-02 09:00:00-08:00,111,0,16093,7010,56,15,9656,3658,78,0,16093,22000,56,31,16093,2134
2016-01-02 10:00:00-08:00,106,15,16093,22000,50,0,9656,3658,56,15,16093,22000,50,46,16093,2134
2016-01-02 11:00:00-08:00,89,15,16093,22000,50,0,9656,3048,61,0,16093,22000,50,41,16093,2134
2016-01-02 12:00:00-08:00,89,0,16093,7620,56,31,9656,3048,56,26,16093,22000,44,36,16093,2134
2016-01-02 13:00:00-08:00,83,0,16093,7620,50,21,9656,3048,67,0,16093,22000,44,26,16093,2134
2016-01-02 14:00:00-08:00,78,0,16093,7620,56,0,8047,3048,56,26,16093,22000,33,26,16093,22000
2016-01-02 15:00:00-08:00,78,0,16093,7620,56,15,8047,3658,44,15,16093,22000,30,41,16093,1981
2016-01-02 16:00:00-08:00,94,0,16093,7620,50,21,4828,4572,50,0,16093,22000,39,36,16093,1981
2016-01-02 17:00:00-08:00,128,15,16093,7620,56,0,4828,4572,100,21,16093,22000,50,36,16093,1829
2016-01-02 18:00:00-08:00,139,26,16093,7620,67,0,4828,4572,122,21,16093,4572,61,36,16093,1829
2016-01-02 19:00:00-08:00,156,15,16093,7620,83,0,6437,4572,167,0,16093,22000,72,46,16093,1829
2016-01-02 20:00:00-08:00,167,26,16093,7620,94,0,6437,4572,183,21,16093,22000,83,26,16093,1829
2016-01-02 21:00:00-08:00,172,21,16093,7620,106,0,8047,4572,200,0,16093,22000,83,26,16093,1676
2016-01-02 22:00:00-08:00,172,21,16093,7620,111,0,8047,4572,200,15,16093,22000,89,21,16093,2438
2016-01-02 23:00:00-08:00,172,0,16093,7620,111,0,8047,6096,194,26,16093,22000,89,15,16093,3353
2016-01-03 00:00:00-08:00,172,26,16093,7620,117,0,8047,4572,183,21,16093,22000,89,21,16093,3353
2016-01-03 01:00:00-08:00,161,21,16093,7620,100,15,8047,6096,161,36,16093,6096,72,15,16093,3353
2016-01-03 02:00:00-08:00,150,0,16093,7620,89,26,9656,3353,144,21,16093,22000,72,21,16093,3048
2016-01-03 03:00:00-08:00,150,0,16093,7620,83,15,9656,3962,122,0,16093,6096,72,15,16093,3048
2016-01-03 04:00:00-08:00,150,0,16093,7620,78,15,8047,6096,111,15,16093,22000,67,0,16093,3048
2016-01-03 05:00:00-08:00,128,0,16093,7620,83,0,9656,22000,100,15,16093,22000,72,15,16093,2438
2016-01-03 06:00:00-08:00,122,0,16093,6706,83,0,8047,3962,100,0,16093,22000,67,21,16093,22000
2016-01-03 07:00:00-08:00,122,0,16093,6096,72,0,8047,3962,111,15,16093,22000,56,0,16093,3048
2016-01-03 08:00:00-08:00,117,0,16093,5486,72,21,8047,3353,89,0,16093,22000,44,0,16093,22000
2016-01-03 09:00:00-08:00,117,0,16093,5486,72,15,8047,3658,83,0,16093,22000,50,15,16093,3048
2016-01-03 10:00:00-08:00,117,0,16093,5486,72,26,8047,3658,67,15,16093,22000,50,15,16093,3048
2016-01-03 11:00:00-08:00,100,0,16093,4877,72,21,8047,3353,78,21,16093,22000,44,15,16093,3353
2016-01-03 12:00:00-08:00,100,0,16093,4877,67,0,8047,3658,61,21,16093,22000,44,0,16093,2896
2016-01-03 13:00:00-08:00,100,0,16093,4877,67,0,8047,3658,67,21,16093,22000,44,0,16093,2743
2016-01-03 14:00:00-08:00,100,0,16093,4877,61,0,8047,3962,61,15,16093,22000,39,0,16093,2896
2016-01-03 15:00:00-08:00,100,0,16093,4877,56,15,6437,3962,61,21,16093,6096,50,0,16093,3048
2016-01-03 16:00:00-08:00,106,0,16093,7620,56,21,6437,5486,72,21,16093,6096,50,0,16093,3048
2016-01-03 17:00:00-08:00,139,21,16093,7620,72,0,8047,6096,100,31,16093,6096,72,0,16093,2743
2016-01-03 18:00:00-08:00,150,31,16093,7620,89,0,9656,6096,133,0,16093,22000,94,15,16093,2743
2016-01-03 19:00:00-08:00,161,57,16093,7620,111,0,9656,6096,161,26,16093,6096,106,21,16093,2743
2016-01-03 20:00:00-08:00,167,67,16093,22000,133,0,9656,6096,172,46,16093,3658,111,15,16093,2896
2016-01-03 21:00:00-08:00,167,51,16093,22000,144,0,11265,6096,167,46,16093,22000,117,15,16093,3353
2016-01-03 22:00:00-08:00,161,46,16093,4877,150,0,16093,22000,161,41,16093,4572,122,0,16093,3353
2016-01-03 23:00:00-08:00,161,31,16093,4572,156,0,16093,6096,161,26,16093,4572,117,15,16093,3658
2016-01-04 00:00:00-08:00,161,31,16093,4267,144,26,16093,6096,156,15,16093,4572,122,15,16093,3658
2016-01-04 01:00:00-08:00,167,21,16093,4267,128,0,16093,6096,144,0,16093,2896,111,21,16093,22000
2016-01-04 02:00:00-08:00,161,0,16093,4267,111,0,16093,4572,133,0,16093,4572,89,0,16093,22000
2016-01-04 03:00:00-08:00,150,0,16093,4267,117,15,16093,4572,122,0,16093,22000,89,21,16093,3658
2016-01-04 04:00:00-08:00,150,0,16093,2134,100,0,14484,3658,117,0,16093,4572,61,0,16093,22000
2016-01-04 05:00:00-08:00,161,21,16093,1829,94,15,16093,22000,117,0,14484,22000,61,0,16093,22000
2016-01-04 06:00:00-08:00,161,31,16093,1524,78,26,12875,22000,111,21,16093,22000,61,0,16093,22000
2016-01-04 07:00:00-08:00,161,36,16093,2286,72,15,8047,22000,111,21,16093,22000,61,0,16093,22000
2016-01-04 08:00:00-08:00,150,21,16093,1219,78,0,6437,4572,106,0,16093,22000,61,0,16093,22000
2016-01-04 09:00:00-08:00,156,26,16093,2286,61,0,6437,4572,94,0,16093,3048,44,0,14484,2438
2016-01-04 10:00:00-08:00,150,21,16093,2286,50,0,8047,22000,100,0,16093,2438,50,0,14484,3658
2016-01-04 11:00:00-08:00,139,41,16093,1981,50,0,9656,22000,94,0,12875,3048,50,0,14484,3353
2016-01-04 12:00:00-08:00,139,41,16093,2438,44,0,12875,22000,94,0,12875,1524,44,0,14484,3353
2016-01-04 13:00:00-08:00,139,36,16093,1829,39,15,9656,22000,100,26,16093,1829,50,15,12875,2438
2016-01-04 14:00:00-08:00,139,0,16093,1829,44,0,4828,2896,100,21,16093,1829,50,0,12875,2438
2016-01-04 15:00:00-08:00,144,21,16093,1524,50,0,4828,2896,100,15,16093,1829,50,0,16093,2438
2016-01-04 16:00:00-08:00,144,41,12875,1219,61,15,4828,3048,117,31,16093,1829,50,0,16093,2438
2016-01-04 17:00:00-08:00,150,21,16093,823,78,0,4828,3353,150,36,16093,1676,56,21,14484,2438
2016-01-04 18:00:00-08:00,160,36,16093,1128,89,21,11265,2743,161,41,16093,1829,78,0,16093,2286
2016-01-04 19:00:00-08:00,172,57,16093,640,89,21,9656,2896,178,41,16093,22000,78,26,11265,1829
2016-01-04 20:00:00-08:00,160,31,16093,914,94,26,6437,3048,178,31,16093,1829,78,31,9656,1341
2016-01-04 21:00:00-08:00,160,31,16093,762,100,15,8047,2591,183,15,16093,1676,72,15,8047,1006
2016-01-04 22:00:00-08:00,170,0,16093,1219,111,26,12875,2438,189,0,16093,1829,72,15,9656,732
2016-01-04 23:00:00-08:00,172,31,16093,975,117,26,11265,2134,189,0,16093,3658,72,0,6437,579
2016-01-05 00:00:00-08:00,172,21,16093,1250,117,0,11265,2438,189,21,16093,22000,72,0,6437,396
2016-01-05 01:00:00-08:00,167,26,16093,1981,106,21,16093,2438,178,21,16093,1829,78,0,3219,305
2016-01-05 02:00:00-08:00,161,0,16093,22000,106,0,16093,2134,161,31,16093,1829,72,0,4023,305
2016-01-05 03:00:00-08:00,160,0,16093,1433,100,26,16093,2286,144,21,16093,2438,72,0,4023,91
2016-01-05 04:00:00-08:00,156,0,16093,1158,106,21,16093,1524,139,0,16093,22000,72,26,4023,305
2016-01-05 05:00:00-08:00,161,0,16093,1250,106,21,16093,1524,133,0,16093,1494,72,15,4023,457
2016-01-05 06:00:00-08:00,160,0,16093,640,94,15,16093,1676,133,0,16093,1829,72,15,4828,610
2016-01-05 07:00:00-08:00,150,0,8047,274,94,21,16093,1829,130,0,16093,518,72,21,6437,122
2016-01-05 08:00:00-08:00,150,0,16093,884,83,31,16093,1981,128,0,16093,1676,67,36,8047,701
2016-01-05 09:00:00-08:00,150,0,16093,305,89,26,14484,1981,128,0,16093,1097,67,26,16093,549
2016-01-05 10:00:00-08:00,150,0,16093,366,94,31,12875,2134,128,0,16093,1097,67,15,8047,518
2016-01-05 11:00:00-08:00,150,15,16093,305,94,41,12875,2134,128,0,16093,1097,67,0,6437,549
2016-01-05 12:00:00-08:00,144,21,16093,457,94,26,8047,1829,128,15,16093,884,72,15,8047,366
2016-01-05 13:00:00-08:00,150,26,16093,3658,89,31,8047,1981,128,15,16093,1189,72,15,8047,366
2016-01-05 14:00:00-08:00,150,26,16093,4572,94,57,9656,1981,120,15,16093,579,72,21,4023,244
2016-01-05 15:00:00-08:00,150,41,16093,549,111,41,16093,1829,122,15,16093,3048,89,36,4828,244
2016-01-05 16:00:00-08:00,156,51,16093,762,122,57,16093,1829,133,31,16093,1829,100,51,9656,305
2016-01-05 17:00:00-08:00,160,62,9656,366,111,36,14484,2286,139,46,16093,1981,100,36,4828,610
2016-01-05 18:00:00-08:00,144,72,11265,1219,117,21,12875,1524,133,21,16093,671,94,26,3219,244
2016-01-05 19:00:00-08:00,150,82,11265,762,111,46,4828,1676,128,41,4828,1524,94,15,2414,427
2016-01-05 20:00:00-08:00,150,57,16093,274,110,46,11265,427,128,31,8047,823,100,15,2012,152
2016-01-05 21:00:00-08:00,160,72,8047,366,117,62,8047,305,122,0,2816,914,94,21,4023,305
2016-01-05 22:00:00-08:00,150,82,2816,274,130,57,12875,1981,130,21,4023,1433,100,0,12875,1189
2016-01-05 23:00:00-08:00,160,88,4828,457,122,51,16093,1676,128,15,16093,2896,100,15,16093,1676
2016-01-06 00:00:00-08:00,160,72,4828,549,111,82,8047,914,122,57,6437,518,100,0,16093,366
2016-01-06 01:00:00-08:00,150,67,4023,427,100,15,4828,1676,122,51,16093,2591,100,0,16093,488
2016-01-06 02:00:00-08:00,150,62,16093,2134,100,26,14484,945,117,67,16093,22000,100,0,16093,732
2016-01-06 03:00:00-08:00,150,51,16093,1097,100,36,16093,823,117,51,16093,22000,89,15,8047,457
2016-01-06 04:00:00-08:00,150,51,16093,22000,89,26,16093,22000,111,46,16093,1219,90,15,3219,335
2016-01-06 05:00:00-08:00,144,36,16093,1036,78,15,16093,22000,106,21,16093,22000,94,41,9656,305
2016-01-06 06:00:00-08:00,144,41,16093,22000,72,15,16093,22000,106,31,16093,1097,94,62,14484,975
2016-01-06 07:00:00-08:00,144,46,12875,1981,61,15,11265,22000,111,41,16093,1189,94,77,16093,366
2016-01-06 08:00:00-08:00,144,41,16093,1829,67,21,14484,1311,111,41,16093,1006,94,57,16093,335
2016-01-06 09:00:00-08:00,144,62,16093,1524,78,36,16093,152,106,21,16093,1128,94,67,16093,274
2016-01-06 10:00:00-08:00,144,36,12875,1128,78,41,16093,1433,100,0,16093,579,94,77,16093,366
2016-01-06 11:00:00-08:00,139,31,16093,1128,72,36,16093,1463,89,15,16093,22000,94,72,8047,305
2016-01-06 12:00:00-08:00,139,41,16093,1524,67,46,16093,22000,83,15,16093,1524,94,72,16093,335
2016-01-06 13:00:00-08:00,128,15,16093,1097,72,46,16093,3353,83,21,16093,22000,94,77,16093,457
2016-01-06 14:00:00-08:00,128,15,16093,1097,72,51,16093,2896,83,21,16093,22000,90,51,16093,792
2016-01-06 15:00:00-08:00,128,15,16093,1097,72,62,16093,2743,83,0,16093,1250,89,67,16093,1189
2016-01-06 16:00:00-08:00,144,0,16093,22000,83,67,11265,1524,83,15,16093,1372,83,26,11265,1158
2016-01-06 17:00:00-08:00,150,26,16093,457,83,41,4828,1341,100,15,16093,1524,80,46,11265,549
2016-01-06 18:00:00-08:00,156,0,16093,914,89,41,16093,1463,111,36,16093,1036,83,51,9656,518
2016-01-06 19:00:00-08:00,156,36,16093,762,94,67,16093,1128,128,41,16093,1189,83,26,14484,853
2016-01-06 20:00:00-08:00,156,57,16093,457,117,72,16093,1829,122,26,8047,1158,83,46,11265,884
2016-01-06 21:00:00-08:00,161,62,16093,457,122,108,16093,2743,111,15,4023,1219,83,51,4828,427
2016-01-06 22:00:00-08:00,156,82,12875,366,122,88,16093,3353,100,15,2012,853,89,82,6437,274
2016-01-06 23:00:00-08:00,160,93,16093,975,100,72,8047,1372,106,21,16093,1829,89,51,8047,274
2016-01-07 00:00:00-08:00,160,93,8047,914,94,41,6437,823,117,36,16093,2743,78,31,4023,213
2016-01-07 01:00:00-08:00,130,57,4828,701,94,62,16093,1676,100,46,16093,1311,61,31,9656,518
2016-01-07 02:00:00-08:00,122,21,16093,2743,94,57,16093,1372,100,31,16093,2743,61,26,11265,427
2016-01-07 03:00:00-08:00,128,31,16093,2743,94,41,16093,1250,100,36,16093,1676,61,31,4828,335
2016-01-07 04:00:00-08:00,122,15,16093,2591,89,62,16093,1524,100,0,16093,884,61,41,11265,457
2016-01-07 05:00:00-08:00,122,21,16093,2896,89,67,16093,1524,94,0,16093,1463,61,26,9656,427
2016-01-07 06:00:00-08:00,133,15,16093,2896,83,62,16093,2134,94,15,16093,853,61,26,8047,457
2016-01-07 07:00:00-08:00,133,41,16093,975,83,41,16093,2134,89,21,16093,2134,61,31,9656,457
2016-01-07 08:00:00-08:00,144,41,16093,2591,78,51,16093,1981,94,15,11265,1250,61,0,4828,396
2016-01-07 09:00:00-08:00,133,72,6437,1311,78,46,16093,1524,80,0,4828,884,61,21,6437,305
2016-01-07 10:00:00-08:00,144,62,16093,1463,78,62,8047,640,83,15,8047,1219,61,21,4828,549
2016-01-07 11:00:00-08:00,144,77,16093,1676,80,31,16093,1158,83,26,8047,853,60,21,4023,305
2016-01-07 12:00:00-08:00,144,88,16093,3353,72,31,6437,884,78,15,4023,732,60,15,11265,701
2016-01-07 13:00:00-08:00,150,77,16093,1676,72,36,3219,671,78,15,16093,671,61,0,16093,91
2016-01-07 14:00:00-08:00,150,77,16093,1433,67,15,9656,640,78,15,16093,1250,67,0,2816,427
2016-01-07 15:00:00-08:00,120,62,4828,792,72,0,16093,549,78,26,16093,1036,67,0,9656,427
2016-01-07 16:00:00-08:00,133,72,6437,1402,72,21,16093,488,83,21,16093,22000,67,15,4828,91
2016-01-07 17:00:00-08:00,133,41,11265,1128,80,21,16093,823,94,21,16093,22000,70,0,9656,396
2016-01-07 18:00:00-08:00,139,31,16093,1097,83,15,16093,884,106,0,16093,2743,72,15,16093,122
2016-01-07 19:00:00-08:00,144,26,16093,1402,94,15,16093,1158,117,57,16093,914,83,0,16093,579
2016-01-07 20:00:00-08:00,144,46,16093,1341,100,15,16093,1158,122,57,16093,1128,80,15,16093,427
2016-01-07 21:00:00-08:00,156,57,16093,1219,111,31,16093,671,111,41,16093,1280,94,0,16093,762
2016-01-07 22:00:00-08:00,156,57,16093,1341,117,15,16093,1433,117,36,16093,1981,110,0,16093,22000
2016-01-07 23:00:00-08:00,156,57,16093,22000,111,36,16093,22000,128,41,16093,1981,100,15,16093,22000
2016-01-08 00:00:00-08:00,150,67,16093,22000,117,41,16093,1494,122,36,16093,1676,100,15,16093,22000
2016-01-08 01:00:00-08:00,144,57,16093,22000,100,41,16093,22000,100,26,16093,1097,94,0,16093,22000
2016-01-08 02:00:00-08:00,139,62,16093,1676,89,21,16093,22000,100,21,16093,853,72,0,16093,22000
2016-01-08 03:00:00-08:00,139,51,16093,2134,83,15,16093,22000,100,0,16093,1036,67,0,16093,1981
2016-01-08 04:00:00-08:00,139,51,16093,1981,78,31,16093,22000,94,15,16093,22000,72,0,16093,1829
2016-01-08 05:00:00-08:00,128,0,16093,2438,67,21,16093,22000,89,21,16093,22000,67,0,16093,1494
2016-01-08 06:00:00-08:00,122,0,16093,1067,67,21,14484,22000,78,15,16093,22000,67,0,14484,1524
2016-01-08 07:00:00-08:00,117,21,16093,1311,56,15,8047,22000,78,21,16093,22000,61,0,9656,1676
2016-01-08 08:00:00-08:00,117,31,16093,823,50,15,4828,22000,72,26,16093,22000,61,0,9656,1676
2016-01-08 09:00:00-08:00,111,21,16093,1219,56,26,1609,61,67,21,16093,22000,56,15,8047,1676
2016-01-08 10:00:00-08:00,111,0,16093,1311,56,26,1609,61,56,0,14484,22000,56,0,8047,1676
2016-01-08 11:00:00-08:00,117,0,16093,2591,50,26,402,61,56,15,16093,22000,50,0,4828,1524
2016-01-08 12:00:00-08:00,106,15,16093,1250,50,26,402,61,56,15,16093,22000,39,0,402,30
2016-01-08 13:00:00-08:00,106,21,16093,1981,40,15,201,61,44,0,11265,22000,33,0,1207,30
2016-01-08 14:00:00-08:00,106,21,16093,1981,39,0,201,61,39,0,11265,22000,22,0,3219,22000
2016-01-08 15:00:00-08:00,100,15,16093,22000,39,0,201,61,33,21,11265,22000,17,0,2816,22000
2016-01-08 16:00:00-08:00,100,15,16093,22000,33,15,0,61,33,21,11265,22000,6,0,3219,22000
2016-01-08 17:00:00-08:00,128,0,16093,22000,40,15,201,61,72,15,16093,22000,39,0,12875,22000
2016-01-08 18:00:00-08:00,128,0,16093,22000,39,0,805,61,72,15,16093,22000,67,0,16093,22000
2016-01-08 19:00:00-08:00,144,15,16093,22000,50,0,1207,91,117,0,16093,22000,67,0,16093,22000
2016-01-08 20:00:00-08:00,156,21,16093,1372,50,21,1207,61,128,0,16093,22000,100,15,16093,22000
2016-01-08 21:00:00-08:00,161,31,16093,22000,61,21,1207,91,144,21,16093,22000,111,26,16093,22000
2016-01-08 22:00:00-08:00,161,41,16093,22000,67,0,4023,183,144,0,16093,22000,117,15,16093,22000
2016-01-08 23:00:00-08:00,161,51,16093,1524,72,31,4828,244,144,15,16093,22000,117,0,16093,22000
2016-01-09 00:00:00-08:00,161,36,16093,1524,78,26,8047,457,150,26,16093,22000,117,15,16093,22000
2016-01-09 01:00:00-08:00,150,21,16093,22000,72,41,11265,518,128,36,16093,22000,100,15,16093,22000
2016-01-09 02:00:00-08:00,144,15,16093,22000,72,31,16093,518,111,21,16093,22000,100,15,16093,22000
2016-01-09 03:00:00-08:00,144,15,16093,22000,67,26,12875,22000,111,21,16093,22000,89,0,16093,3658
2016-01-09 04:00:00-08:00,139,0,16093,1067,67,26,12875,22000,111,21,16093,22000,89,15,16093,3658
2016-01-09 05:00:00-08:00,139,0,16093,1067,50,21,9656,22000,111,21,16093,22000,83,0,16093,3048
2016-01-09 06:00:00-08:00,139,0,16093,1067,50,15,6437,22000,111,21,16093,22000,83,0,16093,3048
2016-01-09 07:00:00-08:00,139,0,16093,1067,50,15,6437,22000,67,31,16093,22000,83,0,16093,3353
2016-01-09 08:00:00-08:00,139,0,16093,1067,56,21,4828,3353,67,31,16093,22000,78,0,16093,457
2016-01-09 09:00:00-08:00,139,0,16093,1067,56,0,6437,2743,61,21,16093,22000,80,0,9656,1067
2016-01-09 10:00:00-08:00,139,0,16093,1067,56,0,4828,2743,61,21,16093,22000,72,15,8047,427
2016-01-09 11:00:00-08:00,139,0,16093,1067,56,31,6437,2438,50,26,16093,22000,72,15,6437,244
2016-01-09 12:00:00-08:00,139,0,16093,1067,61,0,9656,2134,44,21,16093,22000,72,15,11265,396
2016-01-09 13:00:00-08:00,100,15,16093,22000,61,21,12875,1829,50,21,16093,22000,70,15,8047,488
2016-01-09 14:00:00-08:00,100,15,16093,22000,67,0,16093,2286,44,15,16093,22000,72,26,8047,945
2016-01-09 15:00:00-08:00,89,15,16093,22000,72,15,16093,2591,50,21,16093,6096,72,26,12875,396
2016-01-09 16:00:00-08:00,89,15,16093,22000,72,15,16093,2286,61,21,16093,4572,72,21,16093,1189
2016-01-09 17:00:00-08:00,117,15,16093,22000,83,26,16093,1829,78,15,16093,22000,70,26,9656,305
2016-01-09 18:00:00-08:00,133,15,16093,22000,100,15,16093,2743,100,0,16093,3353,72,36,8047,427
2016-01-09 19:00:00-08:00,144,26,16093,7620,111,31,16093,2438,117,0,16093,2896,78,36,4023,488
2016-01-09 20:00:00-08:00,150,21,16093,7620,122,31,16093,2134,139,21,16093,22000,78,21,3219,457
2016-01-09 21:00:00-08:00,156,26,16093,7620,133,26,16093,2286,133,21,16093,2286,70,31,6437,122
2016-01-09 22:00:00-08:00,156,36,16093,3353,133,0,16093,1676,139,26,16093,2743,72,31,6437,152
2016-01-09 23:00:00-08:00,156,26,16093,3353,111,57,14484,2134,139,0,16093,3048,78,21,6437,152
2016-01-10 00:00:00-08:00,160,36,16093,549,106,46,16093,1676,139,0,16093,1829,70,26,2816,91
2016-01-10 01:00:00-08:00,150,26,16093,3048,94,15,16093,1341,139,0,16093,1981,72,26,4023,122
2016-01-10 02:00:00-08:00,150,15,16093,2286,94,15,16093,1067,122,0,16093,1676,70,31,6437,122
2016-01-10 03:00:00-08:00,150,0,16093,2438,94,15,16093,1372,128,0,16093,1829,67,26,12875,122
2016-01-10 04:00:00-08:00,150,0,16093,1829,94,26,16093,1341,128,0,16093,1829,72,31,16093,366
2016-01-10 05:00:00-08:00,144,15,16093,1829,94,21,16093,1067,117,15,16093,1128,70,31,16093,427
2016-01-10 06:00:00-08:00,139,15,16093,2134,94,15,16093,1006,117,0,16093,1280,72,15,12875,305
2016-01-10 07:00:00-08:00,144,0,16093,1829,94,0,16093,1158,111,15,16093,1158,72,21,16093,305
2016-01-10 08:00:00-08:00,139,0,16093,1524,94,0,16093,1067,111,0,16093,1128,72,15,16093,549
2016-01-10 09:00:00-08:00,139,21,16093,1463,89,0,16093,975,111,0,16093,853,72,0,16093,457
2016-01-10 10:00:00-08:00,139,15,16093,1341,89,0,12875,945,111,0,16093,1006,72,0,16093,1128
2016-01-10 11:00:00-08:00,139,0,16093,1280,89,26,16093,975,110,0,12875,853,67,15,16093,1463
2016-01-10 12:00:00-08:00,133,15,16093,914,89,15,16093,945,110,0,12875,853,67,21,16093,1341
2016-01-10 13:00:00-08:00,133,21,16093,1158,89,15,16093,945,100,15,9656,792,67,0,16093,1402
2016-01-10 14:00:00-08:00,133,15,16093,762,89,15,14484,945,100,15,16093,1067,56,0,14484,22000
2016-01-10 15:00:00-08:00,120,36,14484,975,89,15,8047,975,100,21,16093,1311,50,26,16093,22000
2016-01-10 16:00:00-08:00,128,26,16093,1067,83,15,6437,1372,100,26,16093,1067,39,21,16093,22000
2016-01-10 17:00:00-08:00,133,21,16093,975,89,0,8047,1158,106,15,16093,1067,56,0,16093,22000
2016-01-10 18:00:00-08:00,139,31,16093,975,100,31,14484,1067,117,0,16093,1036,78,21,16093,22000
2016-01-10 19:00:00-08:00,139,26,16093,975,117,31,16093,22000,122,0,16093,1067,100,21,16093,22000
2016-01-10 20:00:00-08:00,150,15,16093,975,122,15,16093,914,122,0,16093,1067,122,26,16093,22000
2016-01-10 21:00:00-08:00,160,0,16093,610,128,15,16093,914,144,0,16093,2743,133,0,16093,22000
2016-01-10 22:00:00-08:00,156,0,16093,671,144,0,16093,22000,144,0,16093,2743,144,15,16093,22000
2016-01-10 23:00:00-08:00,161,26,16093,823,128,0,16093,22000,150,0,16093,22000,150,21,16093,22000
2016-01-11 00:00:00-08:00,156,15,16093,701,139,0,16093,22000,150,21,16093,3658,150,0,16093,22000
2016-01-11 01:00:00-08:00,156,15,16093,823,122,21,16093,22000,144,15,16093,3658,122,0,16093,22000
2016-01-11 02:00:00-08:00,150,15,16093,1067,117,21,16093,1158,128,26,16093,22000,89,15,16093,22000
2016-01-11 03:00:00-08:00,150,26,16093,1250,100,15,16093,22000,128,15,16093,22000,78,21,16093,22000
2016-01-11 04:00:00-08:00,150,21,16093,3658,94,31,16093,22000,128,15,16093,22000,67,21,16093,22000
2016-01-11 05:00:00-08:00,144,21,16093,3353,83,0,11265,22000,133,31,16093,22000,50,0,16093,22000
2016-01-11 06:00:00-08:00,144,21,16093,3353,72,26,8047,22000,133,31,16093,22000,50,21,16093,22000
2016-01-11 07:00:00-08:00,144,21,16093,3353,67,15,9656,22000,106,15,16093,22000,61,15,16093,22000
